F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,Label
0.17724,1.7194,1.1047,1.1793,0.49795,1.2387,1.3492,2.6267,1.3229,0.8612,0.36989,1.291,1.0571,1.1429,0.95162,0.81283,1.4256,0.15912,1.5465,1.6039,0.98266,1.1573,0.79088,0.90704,2.4026,1.7514,1.0823,0.71252,0.98316,1.3168,2,Surface
2.9105,1.9303,0.97688,1.2077,2.23,0.19181,0.6201,1.5649,0.88621,1.2126,1.8207,2.5704,1.1994,1.1304,0.89774,2.4985,1.086,1.276,1.7367,2.1541,2.0208,1.3987,0.9073,0.93344,1.1488,1.3838,2.5264,1.4726,0.62929,2.032,2,Surface
2.2322,0.29651,0.62339,0.37797,1.0879,0.89132,1.8038,0.76162,2.1229,2.2038,0.50307,1.2437,0.92475,1.9183,0.98463,1.0916,0.21403,1.5919,0.50654,1.51,1.6052,1.559,0.85618,0.9796,1.1252,1.3508,1.1123,2.096,1.9861,2.6669,2,Surface
3.055,1.4496,1.7762,1.4305,1.6798,1.2672,2.9324,0.96836,1.4531,0.73097,1.3778,0.34734,1.2311,2.0576,1.3755,1.2604,2.0235,1.7473,0.68224,0.57178,1.4913,2.6886,1.1796,1.498,1.953,0.76608,2.0984,1.6804,0.95219,1.4687,2,Surface
1.4376,1.2956,1.2201,2.4099,0.65071,1.8732,2.1265,1.8567,0.60617,1.1683,0.17957,0.53116,0.46715,1.3322,0.65968,1.0553,0.79558,2.2281,2.4188,2.3371,0.99491,0.87675,1.0848,1.6493,0.78999,1.7114,1.0964,1.2374,1.4819,1.2507,2,Surface
1.8105,0.58774,1.6959,2.4142,2.8854,1.5682,1.6322,1.912,1.6178,1.8746,1.3401,2.069,0.79901,0.53242,0.56259,1.6694,1.274,1.6531,1.9588,2.1716,1.9105,1.3212,1.7005,1.4398,1.2056,1.5884,0.23294,1.5641,1.5454,0.45793,2,Surface
2.1583,1.2165,1.5542,1.3529,0.85214,1.5748,1.6427,2.0264,0.71406,0.5367,2.0814,1.7459,0.71606,0.28853,0.91864,1.3388,1.3074,0.50467,0.58848,2.3508,0.69727,1.1836,1.4695,0.55868,0.93882,2.3887,2.2872,1.0671,1.3738,1.4344,2,Surface
1.3844,1.8845,1.4537,0.1802,0.47622,0.21131,0.89461,1.4014,1.0537,0.52934,1.7414,2.2317,0.37709,1.2083,2.5958,1.4805,1.7368,1.3203,1.6948,1.3512,1.0193,0.68496,0.35761,0.63198,0.84319,1.596,1.0311,1.5886,1.4107,1.1659,2,Surface
1.071,1.0774,1.5259,1.071,0.76341,1.6807,0.68571,1.9862,1.2623,1.504,1.4803,1.3986,1.035,0.88893,1.159,2.0061,1.7939,0.82793,0.96398,1.6625,0.99303,0.67187,0.59877,1.9942,1.9928,2.422,1.2352,1.8277,0.089845,3.1309,2,Surface
2.4954,1.1516,1.5147,1.3892,1.1117,1.6853,1.054,2.7081,0.85232,0.59155,0.99282,0.51269,1.8177,1.57,1.5668,2.7038,2.404,1.2398,1.8541,0.82833,1.7094,2.186,0.78792,0.41586,0.54559,1.6093,0.75842,1.3855,1.0255,1.779,2,Surface
0.2277,1.0386,0.859,0.49363,1.6711,1.7173,1.5209,0.96665,1.1603,1.8842,1.3138,0.12538,1.1591,1.0257,0.99032,1.3918,1.1885,0.88126,0.83055,0.64335,0.9098,0.78863,2.0724,0.94061,1.7473,1.5814,1.153,1.8224,0.68799,0.98341,2,Surface
1.2407,1.4164,1.8333,1.0167,0.61577,3.7712,2.0835,0.92419,1.3692,2.4575,0.91757,1.9594,0.81385,3.0279,0.21255,0.0060506,2.1331,0.41862,1.0038,1.581,2.8628,1.6462,0.3758,4.2621,0.44434,0.75285,1.3436,2.3983,1.5263,1.7997,2,Surface
1.9026,0.54245,1.9762,1.5654,1.1827,1.2943,1.1133,0.10399,1.576,2.1579,1.5681,2.2826,0.87958,1.6421,0.1925,1.3934,1.4535,1.6668,0.35788,1.661,0.77859,1.4033,1.1218,1.2949,0.21312,1.9597,2.4166,1.6917,1.4992,1.2174,2,Surface
3.8642,1.6162,2.4803,4.3462,2.9533,1.5386,2.2275,1.441,0.2981,1.8603,2.1584,1.1399,2.1217,2.0196,1.8239,1.9409,2.1206,2.6977,1.2823,1.3934,1.9824,0.72335,1.5749,2.8419,2.4003,0.606,0.95947,0.78897,1.3882,3.0568,2,Surface
0.18193,4.8294,0.54895,1.552,0.28355,2.2577,2.6963,3.2717,0.9346,1.4092,1.6717,1.198,0.60439,2.8251,2.5852,1.0197,2.9539,0.6508,0.42804,2.488,0.93882,0.9135,2.8388,1.2771,3.5698,3.5633,1.5673,2.3279,3.1974,1.2543,2,Surface
2.7337,1.4501,0.49146,1.782,2.8153,1.1063,1.4106,1.7279,0.9379,2.9751,1.8354,0.30726,0.60346,0.74352,3.2457,1.424,1.6491,0.89578,1.9326,2.0214,2.0816,0.57968,1.0273,1.1787,1.1766,1.1935,2.1266,0.17371,2.2019,1.5101,2,Surface
0.15449,0.18478,2.3913,1.7971,0.79554,1.217,1.3983,0.88107,0.91311,2.2138,1.4405,1.3991,2.7328,2.0725,0.92658,0.41332,1.372,1.4155,2.2304,1.1017,1.3438,0.66967,1.2986,0.45537,1.5226,1.5902,2.4515,2.0912,1.3307,1.5883,2,Surface
1.862,2.4662,1.8349,1.7241,2.2476,2.6058,0.19062,2.9016,1.1384,2.6294,3.2683,2.5989,1.7363,2.641,1.7128,2.3474,1.6132,1.6331,1.5709,2.2463,1.0595,3.3765,2.95,1.9073,0.9058,2.0508,1.3948,2.4038,2.893,1.483,2,Surface
4.4557,2.3427,1.8561,1.4514,2.058,0.21117,4.5201,1.9383,1.6765,1.2393,1.2071,2.3574,1.8734,4.1763,1.253,0.18689,2.115,2.056,0.7316,2.4326,1.6771,1.1048,1.6926,1.1069,0.96024,3.3378,3.5235,2.2318,1.1002,2.0865,2,Surface
2.4925,1.6933,0.51626,2.2302,3.4014,0.85019,0.36862,3.9787,1.0753,0.5611,1.4712,0.51843,1.9001,1.811,1.222,2.6314,3.1401,1.5907,4.2711,1.8898,1.8367,2.1857,0.74878,1.5476,2.4355,2.4943,0.98421,1.2422,2.2469,0.99734,2,Surface
3.3085,1.2284,0.65534,0.33573,1.5565,2.46,0.60662,1.4051,0.82388,0.52236,1.8791,1.0574,1.3027,2.5271,1.5171,1.4094,0.96162,0.82886,2.1301,1.5452,1.3059,0.85696,1.6288,0.2578,0.23328,0.51909,1.8543,1.4124,0.3328,1.0696,2,Surface
1.9981,2.9635,3.0267,2.8944,0.80359,3.9625,2.1454,1.5038,1.5823,2.2919,4.4495,2.1525,2.8248,2.4123,3.3505,0.60396,0.55969,1.5101,1.2094,1.1581,1.4854,3.3604,2.0878,0.73508,3.4186,1.9928,2.0825,1.0342,2.0987,2.0996,2,Surface
0.12831,1.3881,0.80524,0.91941,0.88188,0.80891,0.85993,1.2792,1.0114,1.4477,3.4595,2.1273,2.0375,1.1784,1.4292,1.2759,0.88844,1.0473,2.1964,0.69284,0.23611,0.96713,2.7513,0.40006,2.1239,1.3118,1.3103,1.5016,1.6515,0.47865,2,Surface
1.2653,1.4263,3.2449,1.891,2.2471,0.83643,0.29795,1.3819,2.4805,0.75102,1.106,0.14472,1.0761,0.91045,1.3317,1.2648,0.5048,2.0247,1.1197,1.8527,0.78332,1.8313,0.71102,0.4476,0.52999,1.3933,2.4342,2.5972,0.76768,1.8203,2,Surface
0.14525,3.8248,0.34911,0.6532,0.53078,2.9583,2.1576,2.6741,2.9136,1.4794,2.357,1.457,1.2599,3.0439,0.92652,2.1708,1.9172,0.78181,2.2361,1.3586,2.8924,1.7463,0.73903,1.6696,2.0093,1.3008,1.4963,1.663,1.1512,2.2223,3,Parallel
1.301,0.71008,3.5016,2.1289,1.5179,2.4026,2.1075,0.93383,1.7081,0.68562,1.2419,1.0839,2.2549,1.2155,0.60372,3.2184,0.81034,1.1504,1.3802,1.9681,1.3743,2.328,2.7735,2.1151,1.3614,2.6199,1.7448,1.2733,3.3626,2.6348,3,Parallel
0.97197,2.748,1.0002,1.2779,3.7315,1.1,2.2838,0.43375,1.5644,1.7095,1.2914,3.2976,0.69572,3.6863,0.49427,1.8599,1.0809,3.9312,1.1103,2.4626,2.0211,0.55047,4.1742,1.7283,2.458,1.149,2.4613,1.1915,3.2782,0.84701,3,Parallel
2.2528,0.37994,0.43759,3.5313,1.9413,2.6838,1.0513,1.0346,1.3006,1.7864,2.3885,1.2455,2.2874,1.0937,1.1331,1.6999,1.5358,2.0733,2.1497,0.46541,2.5374,0.88738,1.5939,1.6657,0.61845,0.37264,2.0458,2.2141,0.68881,0.77641,3,Parallel
3.3896,3.9701,1.3613,1.3023,1.9743,1.5728,4.3652,0.35803,1.8889,1.0388,3.845,2.4195,3.3749,2.7161,0.88841,1.0623,2.493,1.2879,1.5175,0.80335,2.0754,1.5404,1.0143,2.4453,2.9164,3.2576,3.2021,1.6477,2.9327,0.1801,3,Parallel
0.25405,2.0209,1.4235,2.7238,2.7626,0.96572,2.5895,1.8774,2.3687,0.98434,2.3179,1.9557,1.0871,2.7507,1.818,0.15835,0.38597,1.615,3.3151,0.47877,0.98939,1.3402,1.9294,0.80499,1.3408,0.97516,0.97349,1.551,1.6696,2.1889,3,Parallel
0.85534,1.6721,2.1709,1.6932,1.5437,2.9527,0.81364,1.8593,2.0062,1.5325,0.83898,1.8877,0.62798,0.32571,2.3185,0.64653,0.53071,1.0443,2.3526,1.8461,0.62367,0.51529,3.0443,1.4836,2.4945,1.9102,2.6238,0.76957,2.3152,1.6706,3,Parallel
3.1663,1.4169,2.562,1.3656,1.7294,2.6543,3.0874,2.2536,1.2856,1.3102,0.761,3.8041,1.3821,1.7161,1.3133,1.2211,3.0107,0.7487,2.3445,0.90531,1.7272,1.4372,1.011,1.2552,1.5069,1.8845,0.67729,2.1494,0.74289,0.64175,3,Parallel
1.069,0.23386,2.9322,1.4439,2.748,3.7166,0.73664,3.2931,1.1089,3.9745,1.263,2.3401,2.1921,1.8366,0.68932,1.4658,2.7065,3.73,0.39172,1.4632,1.1368,1.4441,1.1253,1.7396,1.5056,1.003,2.563,0.60994,2.0245,2.2306,3,Parallel
0.92612,3.4545,3.9922,3.5083,2.4932,1.2935,5.5128,0.16485,2.7776,3.3369,1.6832,2.1597,3.5958,3.0797,3.0494,2.7928,3.794,2.6195,0.88513,5.5493,4.8071,3.6197,3.3138,4.5753,3.4433,2.9093,3.0566,2.335,5.5035,2.7205,3,Parallel
0.28534,2.689,2.1012,2.6355,2.6648,1.7395,1.8568,0.3983,0.73535,2.934,1.6746,3.2598,1.2852,1.1651,1.6108,1.3163,2.9254,1.0649,2.3327,3.1897,1.5562,2.723,1.7655,1.1442,1.4942,3.6632,1.1078,0.877,2.2308,3.1034,3,Parallel
2.1783,1.4186,1.7454,1.2328,1.2621,2.3661,0.43404,2.0016,2.8925,0.46462,2.2575,0.57664,1.9969,2.6391,3.9291,0.92352,2.5625,2.6587,2.6912,1.2706,0.99313,1.0338,2.2378,0.46525,2.7267,3.5069,4.4203,1.8884,1.8135,1.7179,3,Parallel
0.95646,2.2932,3.2237,1.0235,1.4587,2.3453,1.2337,1.0365,0.46013,1.4904,1.6944,0.71352,2.6696,1.5105,2.236,0.78858,1.4701,3.1753,3.0435,1.4338,3.5313,0.34193,1.8234,2.8327,2.0711,2.108,0.53521,0.67555,2.253,1.8833,3,Parallel
1.4609,1.7315,3.1903,0.63489,1.6223,1.4799,1.8772,0.57866,1.1129,2.1441,1.6641,1.4392,2.4018,1.279,2.728,2.3221,0.68528,0.57911,0.16392,3.2874,4.358,2.6935,1.3497,2.1582,1.8701,2.0954,0.86619,1.982,0.47355,1.069,3,Parallel
2.1993,1.4387,1.7568,0.79527,1.3408,3.7132,3.5459,1.5035,1.0809,2.2887,4.2848,3.0325,1.9811,0.47284,0.89714,2.4769,0.51852,0.8265,1.4009,1.9092,4.8304,3.913,1.1676,1.8553,3.0998,2.1378,2.4949,2.4774,1.0866,0.65087,3,Parallel
2.215,1.8733,1.6243,1.5792,2.9225,0.961,0.73562,1.2374,1.6053,1.1457,1.6285,0.51704,0.95475,0.13154,0.60121,1.6672,0.32927,1.9938,1.9604,2.517,2.688,1.5897,1.5414,2.0796,0.66268,1.5692,1.4049,0.67665,1.4558,0.33311,3,Parallel
1.9853,1.3047,3.2538,0.6693,1.6264,2.3449,2.2414,0.61148,2.4927,0.45196,3.1894,1.7814,0.94956,1.403,1.3107,0.96018,0.80144,1.4049,0.90219,1.5451,1.6743,0.49411,1.0808,1.1633,1.9329,2.3206,1.6747,1.0586,1.6705,3.2034,3,Parallel
2.4235,0.53025,3.3349,1.8568,1.4213,2.5292,3.8867,2.1471,1.1986,3.6561,2.8386,2.6698,0.79223,2.832,4.2272,0.82915,1.8451,1.0999,2.6822,1.4478,1.5131,1.2713,4.5775,1.9923,2.2753,2.8582,0.96489,2.1523,2.9171,1.4999,3,Parallel
2.518,0.40277,2.1434,1.7501,1.7558,2.7288,1.1469,1.4202,1.3063,0.9007,0.97925,2.0075,3.2178,3.413,1.3478,0.78968,0.7768,1.2083,1.222,3.1441,1.0269,1.2084,0.71901,2.2368,3.6388,1.0918,3.2481,2.4309,3.1419,2.4682,3,Parallel
0.90846,4.4708,2.71,3.9305,2.8138,1.0067,1.7972,2.3444,3.2241,2.8174,0.495,4.7101,1.3713,3.001,2.6879,0.26385,2.9208,3.9094,0.77839,0.6716,1.3029,1.7468,2.7692,0.57937,1.4568,1.3532,1.2293,1.8856,0.75841,2.9439,3,Parallel
10.881,3.8097,5.756,2.0302,0.71248,4.1497,1.2602,1.6562,3.5391,2.5437,2.5743,0.70859,2.6973,2.2175,2.6255,2.7998,5.9902,3.4153,4.5397,2.8758,1.5537,4.0597,3.2988,3.2548,1.6151,4.0796,2.9688,0.87724,1.7418,4.5941,3,Parallel
0.62154,0.64079,1.4819,1.5772,1.2425,1.5367,1.1278,0.77637,0.84531,1.5361,1.2393,0.91996,1.0351,1.4354,1.6748,0.68405,2.6213,0.7209,1.3452,1.6873,1.6189,0.69667,1.1421,0.53037,1.8724,1.5711,1.5631,0.61212,1.9202,0.25334,3,Parallel
0.54246,1.9002,0.8513,1.6152,1.8166,2.7365,1.3366,1.5854,2.0029,2.3625,1.3122,0.59605,2.1799,2.4404,1.6567,0.58795,1.368,1.6911,2.8634,1.7341,2.8219,0.8504,0.57958,4.1867,1.5486,2.3534,1.6612,1.2379,1.6153,1.5485,3,Parallel
2.4738,1.8121,2.5828,1.9941,1.7916,0.61897,1.364,1.4369,2.68,1.1858,4.4911,3.5244,2.1164,1.6272,1.3024,2.3685,0.58782,2.0985,3.1959,2.7533,2.5825,1.4124,3.9883,1.6937,1.8961,1.6909,2.1868,4.157,1.1001,2.4621,3,Parallel
1.5792,3.2376,3.2649,0.85716,2.9327,2.0201,1.1433,1.9495,0.5272,1.1917,1.2872,3.3918,2.6718,1.3038,0.82415,0.32915,1.0049,0.705,1.491,3.9845,1.7224,2.6742,1.9702,2.2022,2.074,3.8011,2.9852,0.89852,1.8172,0.30855,3,Parallel
0.23833,2.4407,1.0657,2.283,1.2713,3.5436,1.3967,2.9098,1.6652,1.6487,3.457,1.5336,3.4291,2.0791,3.2661,1.1185,0.33629,1.981,1.0738,2.0209,1.2718,0.35011,2.8802,2.864,1.7119,3.2053,3.7464,1.1635,1.0909,0.94864,3,Parallel
1.5612,0.54706,3.0308,1.1278,0.54834,2.1086,1.3349,1.3695,1.0723,1.5278,0.91687,0.25908,1.821,1.1284,2.3857,1.2313,0.24373,0.72998,0.76062,1.3992,1.3692,1.5513,2.1982,1.3202,0.51795,1.3216,2.3827,1.3638,0.6446,0.08278,3,Parallel
0.050562,0.66974,1.4836,0.36934,1.0947,0.76227,2.6473,2.5621,1.0657,1.4492,1.4477,0.45408,1.2096,2.6028,0.82117,2.354,1.1413,2.2425,1.0006,1.0059,0.81136,2.4297,1.0517,1.2618,1.3614,1.3288,1.6297,0.94263,0.64368,0.9585,3,Parallel
0.54977,4.7195,6.1825,5.944,3.7433,1.5797,5.4017,3.4776,3.5052,6.5991,5.2963,5.3747,4.6714,1.3447,3.6395,4.1204,5.0998,3.2506,1.9754,1.8999,3.3328,7.7985,8.3565,1.4672,5.7281,6.9046,2.76,5.0792,4.0065,4.4876,3,Parallel
1.5338,3.9792,8.0858,1.7937,6.897,5.4139,3.2902,2.7207,1.3077,7.0335,3.0196,4.4634,2.2152,4.1447,3.1103,1.6583,2.3405,5.3371,1.8919,0.39995,2.2878,3.127,2.0896,5.2767,5.6844,4.5363,4.0139,4.0909,1.1332,3.3092,3,Parallel
0.72745,1.2097,0.71153,1.8987,1.1046,1.5811,1.947,3.7258,0.84699,1.6625,1.0514,1.7558,0.58475,1.6575,2.7478,1.4124,1.3689,0.35721,1.9064,0.84134,1.2519,1.6255,1.222,1.7616,1.4442,1.2211,2.4343,1.2906,2.8566,0.23266,3,Parallel
0.57054,1.4158,3.8692,3.2093,2.9746,2.955,2.6024,1.1571,3.2719,3.3475,2.5926,1.8488,1.9479,3.9135,1.5094,1.6282,0.76422,2.2895,2.0732,1.412,3.0908,3.1298,3.0735,1.1382,2.9267,2.9866,2.6421,4.468,1.5325,2.0506,3,Parallel
2.4256,0.47193,3.4851,0.74678,1.0585,1.7336,1.702,1.8386,1.4429,1.8688,1.3045,0.61397,1.4056,0.63589,1.7701,2.2902,1.536,1.5903,0.39929,1.2943,0.047379,1.5475,1.7678,1.5062,0.84604,2.2863,1.6668,1.6722,1.1554,0.9432,3,Parallel
4.5013,3.4857,2.1314,0.82472,0.94389,1.5162,1.5893,1.5318,2.4096,0.1772,1.6824,2.0422,1.1931,0.18238,1.4854,1.9068,1.2615,2.4401,0.82758,0.56931,3.127,0.24199,1.6071,2.3552,1.3849,3.7153,1.6503,2.4443,2.2336,1.1442,3,Parallel
4.2386,1.4799,1.9521,2.7547,2.6529,2.5401,1.7277,1.6989,5.6928,0.8561,2.1518,2.26,3.3721,1.1943,1.732,2.7051,1.5606,1.1987,0.80529,2.0227,0.55135,3.6636,0.74623,0.19468,1.4203,2.2588,0.78848,2.0224,2.9229,0.49737,3,Parallel
4.173,1.5807,1.5205,0.98443,1.6532,1.0253,2.1223,1.4003,2.7214,2.0931,0.60923,1.8837,3.8671,1.4223,2.6891,1.6999,1.9667,0.85566,0.53259,1.7852,0.89397,1.809,2.2703,0.39336,1.1826,1.9353,2.69,2.9259,2.0965,2.6177,3,Parallel
4.8011,1.552,2.7972,1.658,1.8643,1.9617,0.77237,1.9991,1.2088,1.0179,0.71986,1.3218,1.4198,0.65146,3.8767,2.1769,0.98852,0.68677,0.36459,1.5431,1.7998,0.75555,3.8985,1.0908,0.79119,2.1009,0.72753,2.0252,1.8242,1.5121,3,Parallel
2.154,0.49037,1.2459,2.3457,0.87856,2.1834,1.8557,1.5944,1.961,2.9171,1.2596,1.2562,0.9687,1.0058,1.3641,1.578,1.9581,2.1727,1.7482,1.4843,1.2841,0.28876,0.47275,1.2827,2.1387,0.32281,0.47342,0.70105,1.5371,2.2068,3,Parallel
3.6167,0.66835,1.0079,1.1747,2.5021,2.2438,2.9962,1.1147,2.7626,1.4527,1.7657,2.3273,0.64451,2.5667,0.50578,0.44695,0.52037,1.7816,2.2735,1.1379,0.9461,0.6894,1.0735,2.6944,1.7891,1.5058,1.3546,1.3964,2.8754,0.1865,3,Parallel
0.97817,1.1954,0.78213,1.0214,1.0791,1.0893,2.2762,1.0138,2.586,1.2193,1.746,0.99695,0.63796,0.98483,0.7718,1.1336,1.2896,1.8864,1.6816,2.7567,1.4574,0.68823,0.55622,1.1749,2.8523,2.0536,1.1187,1.1031,2.2964,1.4376,3,Parallel
2.8803,1.2775,3.3945,1.2422,1.8924,0.6759,1.1293,1.6154,2.1084,1.1371,0.53681,3.1256,1.4258,2.6349,0.75862,0.80511,2.1739,1.7639,3.4271,1.4276,2.205,1.6854,1.5393,1.0586,1.2606,3.3307,0.83738,2.9329,1.7551,0.56586,3,Parallel
1.8451,1.1118,1.0164,0.45209,1.7186,1.0606,2.8259,1.6865,0.86996,4.5591,3.3723,1.5442,0.84938,0.53564,1.4489,3.8814,0.44011,1.303,1.5237,3.9335,1.6882,1.1396,2.0463,2.7651,3.799,3.5508,3.5992,1.7119,5.0491,1.8242,3,Parallel
1.3855,2.1946,0.56997,1.5249,0.20629,1.681,2.2154,0.48754,1.3317,1.4076,0.52848,1.2262,0.26463,0.82396,1.4149,2.4533,2.4156,0.59592,0.64251,1.555,2.5443,1.1243,1.4862,2.2074,0.16295,1.2489,2.1876,2.9873,0.95312,2.8685,3,Parallel
1.6153,0.47838,3.1251,3.0875,1.1039,3.0222,1.257,3.1629,0.8772,1.8681,2.107,3.23,1.3334,1.1803,1.3422,0.72862,1.2787,1.8351,1.6009,1.9086,1.924,1.4027,0.51366,1.2796,2.7267,1.2528,1.4034,0.86308,2.9216,1.4627,3,Parallel
0.72549,2.3265,2.062,1.4881,3.0352,0.5625,2.3958,0.75527,1.3459,1.0798,2.7892,0.93342,1.0513,2.9916,2.7109,1.0862,1.409,2.914,0.64637,1.6362,2.2537,2.1154,1.4196,0.54479,1.1342,2.5852,0.91837,0.50824,1.3934,0.87665,3,Parallel
2.9567,1.596,2.3613,0.69948,1.5887,1.5887,1.8583,0.81439,1.7108,1.8803,0.41194,1.0847,1.4434,1.1505,1.4987,1.7425,2.2764,0.27996,2.4814,2.3322,0.54803,1.2235,3.1792,1.6449,1.0766,1.1134,1.4905,0.8357,0.49843,1.488,3,Parallel
1.8586,0.54292,1.2127,1.1759,2.0089,1.3546,1.267,2.8007,1.4252,1.2295,1.3998,1.7686,0.4261,0.72568,1.3085,0.65061,1.0298,1.1496,0.4318,2.1039,0.53242,1.152,0.87821,1.4803,1.8784,2.3006,1.1926,0.58865,1.9911,0.70909,3,Parallel
2.6344,0.077632,1.358,1.0658,4.391,1.316,1.5658,2.1259,0.67519,1.9057,1.5348,1.6069,0.92232,1.9198,2.3217,0.92561,2.1372,2.6798,2.5933,1.3244,1.5629,0.34959,0.98938,1.2392,1.6632,1.244,1.6322,2.1428,1.4272,1.4388,3,Parallel
2.2895,2.894,5.7046,4.7551,3.3568,1.1909,1.8772,1.2658,1.7786,2.2339,1.7412,3.6683,0.46162,4.5523,1.6539,1.9211,3.3684,1.0689,2.5436,1.8025,1.0156,1.2236,3.08,0.18953,1.341,0.63378,1.9138,2.6546,1.7768,0.90801,3,Parallel
0.44926,1.0856,0.51719,0.35466,3.3226,3.1991,1.1488,1.7982,2.1717,0.95201,0.90265,1.4487,4.5726,2.069,3.5088,0.59124,1.5114,2.5766,1.9746,1.0099,1.2682,1.998,0.98198,1.9174,1.8457,2.4398,1.5683,1.0916,0.31283,0.64575,3,Parallel
1.5409,1.1559,3.9693,4.1128,2.5115,0.36745,1.0576,0.98528,0.98023,1.8231,2.3731,1.0064,1.4656,1.2383,2.2702,1.7185,1.7108,0.90608,2.6182,2.9205,1.1678,2.9191,1.0645,2.4516,2.1727,1.2031,2.7004,3.019,1.5014,1.4576,3,Parallel
2.8898,1.6527,1.6005,0.93037,2.3855,1.0165,3.1798,0.32021,0.91038,4.12,2.1068,0.75817,1.3851,0.65135,2.4345,1.194,2.2245,1.5986,0.91021,1.2731,2.756,0.63487,0.82471,1.5282,3.0031,3.7462,4.3255,1.522,0.61734,2.2551,3,Parallel
2.4204,0.88281,1.3709,0.17741,2.1456,1.8073,2.3158,0.8262,1.6693,1.7207,0.92445,0.45463,1.2305,1.9724,1.0759,1.0262,0.95942,1.2485,0.70392,1.0234,1.1987,2.0703,1.998,1.2954,2.0379,2.3941,0.54356,2.3582,1.6153,2.0061,3,Parallel
0.75996,0.67233,4.5951,0.58804,3.5972,3.674,1.4312,5.6432,0.85317,2.7012,4.7254,4.9844,4.4593,0.59849,4.3012,1.1102,2.374,2.9333,3.7311,4.6571,2.4389,1.6676,1.419,2.5242,5.0406,4.9158,1.6505,2.7616,4.0509,2.0984,3,Parallel
0.59393,2.3266,1.5156,4.0323,2.9841,1.5725,2.8035,1.7399,1.3178,0.22096,1.1295,2.0013,1.9897,2.955,1.9292,0.83658,2.4779,1.1802,3.1148,2.0076,4.6763,2.7748,2.5214,2.5662,5.5374,2.4698,3.2559,1.2492,2.6809,2.2849,3,Parallel
3.5409,3.6108,3.1542,0.72302,1.774,0.4411,1.3691,2.834,3.1778,1.0657,2.2664,2.5256,3.4131,2.0842,3.6264,0.77229,1.0182,1.5039,2.4674,1.2907,1.6155,2.1746,3.0832,0.38659,0.55738,1.9266,3.2646,0.97623,3.0821,3.5735,3,Parallel
2.6446,1.5248,1.5097,1.8343,0.8411,1.2777,0.50808,3.296,1.2495,1.8968,1.9174,0.76744,1.754,2.2237,2.1107,2.9709,2.3499,3.9308,1.7644,2.1817,1.0558,0.44592,0.9784,0.95929,0.76995,2.3155,1.9997,1.2932,2.333,1.3924,3,Parallel
0.55225,1.8917,2.3343,1.3367,1.1997,1.5717,0.64479,1.2457,2.1716,2.4852,0.52767,0.75209,0.82426,0.3007,1.2995,2.8234,1.6474,1.0361,1.6962,0.53955,0.60265,2.1788,3.0579,1.0196,2.4444,1.184,1.5808,0.80837,1.8643,1.6408,3,Parallel
5.2243,3.1597,0.91422,0.81318,3.9862,1.5266,1.9857,5.1981,6.083,0.79703,3.876,4.4168,1.6778,1.857,2.8513,4.5617,2.3671,2.3449,0.48473,4.8985,1.6508,2.9559,2.4679,2.9743,4.4209,0.50941,6.1313,6.5301,1.9658,3.2423,3,Parallel
2.1035,1.5174,0.63813,2.215,1.7297,2.2616,1.8702,0.84653,1.2936,2.7631,0.79061,1.32,1.0013,1.2216,1.883,0.73732,1.5885,1.4028,0.96659,2.715,1.9619,1.1472,2.5462,1.8965,1.6902,2.0781,2.2124,0.75826,0.58342,2.0931,3,Parallel
1.858,1.2246,0.65847,0.917,1.3901,1.8849,1.1465,2.5679,1.8918,2.6367,1.3948,1.6897,1.0482,0.77542,2.0777,2.1511,0.81387,0.79992,1.4822,1.1238,1.0891,1.4547,2.1242,2.8134,0.84584,0.22723,1.2454,1.6542,1.1228,1.6572,3,Parallel
2.8695,1.0871,1.3232,1.0255,1.0316,0.32534,0.83066,1.3956,2.0011,3.5361,1.8212,2.2394,3.0075,2.0936,0.93179,1.5509,3.2518,1.3739,0.87753,1.4133,3.5131,1.7584,0.78084,0.78253,1.9218,2.8456,1.5626,1.4056,1.4629,1.7251,3,Parallel
1.2952,3.3594,4.287,4.5939,6.6515,5.2641,3.9078,3.3577,2.2474,6.7802,8.9461,0.70529,5.3207,1.79,1.6269,8.5105,4.7344,2.0512,5.1487,1.8367,3.9211,4.6607,1.476,0.78534,2.5455,2.3101,3.1197,3.9529,0.86432,3.694,3,Parallel
2.7107,1.6986,1.7915,2.4946,0.41417,0.83123,1.0352,1.0376,4.0032,0.20827,1.4744,0.78506,2.8976,0.91463,2.4794,1.4049,0.23119,1.5526,3.3631,3.3195,1.8141,0.45433,0.74811,0.5451,3.1402,4.3032,4.6837,0.92595,0.58817,1.1542,3,Parallel
3.7649,0.69727,2.189,2.6966,1.3969,1.0017,0.46463,1.353,2.3294,1.607,1.7876,0.66427,1.7943,0.73744,1.9633,0.83978,2.9155,1.3027,1.687,3.3936,0.25883,1.1537,3.7571,2.1643,0.22886,1.9432,3.3162,2.9335,3.065,1.2701,3,Parallel
2.667,1.2013,2.9966,2.2982,2.0712,2.0755,3.4712,3.5198,2.1922,0.80179,1.1125,1.1805,3.1598,1.7451,1.2191,0.36241,1.7518,0.80041,2.1406,1.1905,0.83489,2.7258,2.5351,1.9458,1.6203,1.5321,0.73639,1.8889,1.4973,1.9633,3,Parallel
