F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Label
0.87656,1.0682,7.5795,1.8198,6.5578,3.0101,3.8837,2.6457,0.83143,6.7247,10.615,2.5372,4.2383,5.3685,0.91575,1.8639,4.2747,11.538,10.844,8.4586,5.5524,6.1816,3.3025,3.6136,5.6479,3.2717,0.97351,4.2563,4.8541,3.8897,4.3094,7.4373,0.93792,2.3458,4.0587,3,Parallel
1.327,5.4544,1.9716,5.0465,9.1286,7.635,4.2812,2.4871,4.231,5.6335,3.9217,2.3333,4.8591,7.2523,4.0455,3.4434,0.78706,5.1767,7.3132,1.3422,7.6513,4.4656,3.3753,5.3776,2.1727,4.4541,6.5942,8.7299,3.2441,8.0401,3.7714,8.4156,6.4093,2.2218,9.155,3,Parallel
2.9978,6.409,6.2103,4.9499,6.4499,3.1288,4.984,2.5392,6.5513,3.5127,6.4595,10.756,15.103,3.521,5.305,3.7334,5.7618,5.0854,0.86441,8.9755,8.8774,4.6887,6.6085,2.0243,2.2346,5.3291,7.7371,6.3417,7.6551,4.1832,2.0342,6.0649,4.3224,3.8595,6.2417,3,Parallel
10.371,6.3002,4.985,2.8185,6.7373,5.4663,7.0515,4.8111,16.798,5.5032,6.9308,2.7198,4.5387,4.1089,5.0089,11.409,13.846,1.4814,7.0349,12.733,4.88,9.745,12.767,8.9688,5.332,6.2388,10.802,5.9692,7.2246,8.0871,5.79,5.4022,5.9106,3.082,9.9312,3,Parallel
15.126,2.9449,7.0956,5.2836,2.8403,4.6075,6.1088,1.8118,1.0173,3.2823,3.2994,6.386,9.6418,3.9012,2.817,2.8123,6.4927,3.3705,3.4648,7.2629,4.9629,3.9807,3.7827,7.2966,6.7004,1.8516,5.0534,5.4636,4.589,3.0598,4.3636,4.6266,2.5093,7.2808,2.5976,3,Parallel
0.79264,15.521,8.4529,0.93292,1.4559,5.915,10.118,6.2359,5.5713,8.2102,6.386,6.2344,7.7751,1.2451,12.378,5.5185,2.1607,8.3354,4.9807,5.8004,6.0838,14.623,7.2861,2.7087,1.6504,1.1016,5.8568,11.964,7.8554,3.6368,8.773,3.4452,7.2537,11.781,7.1833,3,Parallel
4.4379,10.134,2.8181,4.6968,1.6281,6.3999,3.0827,4.943,5.9533,3.7705,5.4815,4.8282,5.7617,6.1769,2.4788,10.205,1.7455,3.2985,4.2152,4.2081,5.8133,4.1728,1.533,1.8464,3.2947,3.3399,8.1093,8.0431,2.3226,12.948,1.9721,3.2636,6.3242,4.4911,3.7189,3,Parallel
3.959,7.6517,0.69438,6.8913,1.0027,4.1154,7.2055,1.038,8.0966,3.4339,7.9769,6.1542,5.7366,3.6839,6.0634,1.9642,7.739,3.5591,7.1046,3.5283,3.2333,6.7087,0.6119,7.092,8.3767,2.9031,8.3802,1.3064,9.7628,4.0352,6.3111,10.968,11.637,5.2963,8.4033,3,Parallel
4.4361,2.1284,4.976,3.9468,5.4889,2.3961,2.2544,2.0285,7.0576,1.3991,4.972,3.3267,1.0714,3.0603,2.8743,3.5152,1.2913,2.633,5.4895,6.1464,3.1358,4.7837,8.302,2.808,2.8091,7.0503,5.9168,7.8984,5.2811,2.3448,3.3564,2.5901,3.0073,2.5414,4.1314,3,Parallel
3.9214,7.9884,2.5405,3.0698,3.3271,3.4825,5.3486,4.4619,5.1064,8.7539,8.3272,5.8816,1.8317,1.2577,1.3298,4.4042,5.6391,5.8696,3.0747,4.0647,5.4674,1.3412,1.5203,6.6653,4.7359,2.1221,4.5616,1.7882,8.0906,2.3229,6.5715,1.8619,2.9983,3.4683,7.8978,3,Parallel
6.0084,11.168,3.2071,9.0891,10.561,6.4667,12.303,12.459,12.121,7.2674,3.4243,10.268,8.1994,9.9597,1.1765,10.172,14.713,3.8921,13.792,6.0293,6.4933,5.9102,5.6665,4.9843,6.9073,5.3257,3.67,11.27,4.5361,8.6582,4.8439,7.2082,9.2585,3.0698,5.2589,3,Parallel
7.1459,9.3931,4.2913,3.218,4.9186,4.5481,5.6076,6.2923,4.8627,1.3896,9.0073,1.3128,1.2543,2.6866,5.1892,5.9331,2.8,4.0857,4.8965,9.5859,1.9965,0.56993,3.5767,4.4651,4.2747,3.0491,1.8031,9.899,6.6304,2.1811,1.3964,3.6124,2.1412,7.3298,14.178,3,Parallel
1.4886,4.8304,5.2311,0.46922,10.962,6.9521,10.695,7.2958,5.0678,6.0067,1.5554,11.129,3.1235,7.8445,5.0333,3.49,6.1371,5.7086,6.0102,1.6386,9.2609,4.2029,6.7782,8.2968,6.6377,2.2104,10.736,11.186,3.4537,1.162,7.0477,5.9204,6.8077,10.168,2.2232,3,Parallel
4.3699,11.232,3.1922,11.512,4.5591,0.81229,4.2476,6.4097,6.1389,10.504,1.4488,6.9289,4.0795,8.3088,4.7966,7.155,8.3186,5.9461,2.6513,7.1691,3.4587,7.585,7.919,4.3763,2.4681,9.1565,1.7057,13.74,3.328,2.2229,3.6659,17.71,12.205,7.6647,9.1969,3,Parallel
2.9201,8.7036,5.5846,1.9205,3.0813,5.0148,1.1089,4.7895,1.5066,0.49972,3.5688,3.1195,4.1713,3.4266,9.7815,3.1664,7.497,6.0495,3.4225,3.1582,4.1469,5.1275,5.1554,6.5843,3.2,0.87505,10.982,8.8299,4.7532,7.9448,1.2946,3.794,3.768,5.4143,3.1527,3,Parallel
0.24681,7.4169,2.177,16.975,8.0213,1.4636,12.51,9.7734,15.9,18.698,8.5599,6.8963,2.8871,12.795,4.0009,11.11,6.1945,9.8934,5.757,2.1848,15.966,11.428,11.401,15.415,16.73,9.8866,11.662,8.5425,8.481,4.0524,2.3776,10.971,3.1554,17.048,26.564,3,Parallel
15.69,5.8986,13.57,6.1499,6.2922,7.2717,4.6274,8.3008,5.5174,4.9411,16.676,8.5334,10.092,3.5478,1.9311,8.3486,11.535,6.4643,5.5854,13.1,6.372,2.5457,3.5975,3.7046,10.939,1.3682,1.8424,6.6188,2.2493,7.8357,4.4908,2.3369,8.3139,11.831,5.7777,3,Parallel
9.2018,5.1947,14.441,3.641,1.4487,5.9758,5.4018,10.785,11.363,6.2399,9.1241,5.0655,4.1412,2.7165,9.0275,5.6732,5.8361,4.5116,11.891,8.429,4.0934,12.693,1.3905,4.2527,4.7493,8.1918,6.3918,7.3371,3.5111,2.2665,5.851,11.4,2.8905,3.4947,7.3748,3,Parallel
6.4491,4.7834,4.4945,9.6832,5.4476,3.6206,4.2316,5.9874,6.8783,4.1299,3.2449,10.003,2.7209,2.5231,4.9409,3.5264,10.066,6.4773,4.2336,5.291,5.8765,5.8291,8.2941,8.5566,2.2031,7.594,5.9979,7.1348,4.8097,6.6445,2.4724,8.3369,3.5873,3.3224,5.2062,3,Parallel
0.90925,5.4054,2.316,3.8789,4.9879,1.5365,5.2827,8.458,1.0375,5.9038,6.3005,8.4787,3.8733,1.8577,2.7853,1.2935,7.816,3.1956,0.75185,2.2516,9.988,10.116,6.2682,2.3022,2.1213,3.5733,5.7419,6.0782,9.728,3.4614,4.2398,3.4877,8.3813,5.2079,8.2089,3,Parallel
6.3972,10.358,12.011,1.6836,15.599,4.99,5.5239,8.3704,4.0498,7.7833,12.106,5.0919,2.8172,9.3692,17.046,4.5268,9.4372,15.399,6.8623,14.4,11.737,2.7379,18.268,10.912,4.1115,19.335,15.436,11.91,11.232,4.275,8.4834,3.8118,6.7435,19.937,11.68,3,Parallel
2.4134,5.5097,2.4106,0.93946,5.6109,7.1356,4.6929,2.1806,1.5146,1.4386,5.8653,7.5212,7.6157,0.85026,3.6636,2.5298,6.7731,4.5043,5.9412,5.3093,3.7895,8.5076,1.292,4.0351,2.8865,1.9588,6.0354,5.9659,5.276,2.631,1.8794,4.2772,1.1072,0.83132,5.0736,3,Parallel
1.2709,2.0633,13.461,4.9878,1.9432,4.0868,2.8864,2.7665,5.3094,3.3754,2.8723,5.5892,2.3468,4.5195,5.1081,2.7903,3.3114,1.541,3.9605,3.1348,5.2847,5.7014,4.1771,0.83958,3.9316,1.4381,4.0779,3.2888,2.1921,1.6315,7.5014,1.3968,4.8376,4.8281,3.5098,3,Parallel
2.8365,1.9058,4.7327,4.5926,2.601,5.6933,2.9999,8.863,3.2824,1.4137,12.471,2.7368,3.1156,3.4134,1.7133,3.559,5.8854,5.0488,7.5552,4.0999,3.0831,5.5623,5.9465,3.3092,3.6097,7.697,3.0039,5.4975,4.4286,3.9845,7.2854,7.1371,5.6654,7.9255,3.0046,3,Parallel
0.19458,11.577,15.44,13.882,6.2583,15.576,7.2205,2.4828,3.8472,14.227,12.77,18.568,6.9134,10.211,10.502,16.294,21.796,6.0669,10.399,6.2761,4.6668,10.148,7.7197,9.107,4.9463,7.8046,23.514,3.6386,16.94,5.5574,13.542,3.9609,5.3304,8.1249,12.251,3,Parallel
4.3925,4.1077,4.0015,10.232,10.512,3.4722,5.2463,11.252,3.3459,7.0901,13.142,7.8645,2.1995,10.365,3.2919,9.2073,6.1128,5.7689,2.1157,4.8506,13.319,12.267,9.1513,7.8496,5.8542,6.8828,5.1275,9.8687,2.3206,0.58695,5.1842,7.1098,5.3634,1.2912,4.6394,3,Parallel
12.169,9.7465,0.56155,0.87952,4.1319,5.6731,11.639,1.8182,6.6465,6.2321,2.43,6.1109,3.158,3.6205,4.9373,8.3782,8.2127,6.4892,2.9641,7.5251,2.8082,5.2442,6.4967,2.0927,1.3001,9.1763,8.1132,1.8354,3.9189,5.5669,7.8237,5.2826,5.4853,6.2414,6.7471,3,Parallel
0.17857,6.3161,6.4861,2.8694,4.0562,6.7712,4.4527,4.5835,4.4421,9.6796,1.0998,5.6967,8.9791,11.459,3.3698,7.7964,9.738,12.757,4.5134,9.0657,0.82786,5.5938,6.8751,5.0314,8.5545,3.9261,8.849,4.6608,9.652,5.8228,12.464,5.9691,4.8973,5.4237,6.7974,3,Parallel
14.232,3.9214,9.8266,1.4463,6.8446,9.5572,5.096,16.299,20.423,8.65,5.241,10.849,14.355,12.797,18.439,2.0395,4.864,4.2105,11.346,11.177,8.0818,10.123,22.237,4.4599,9.1344,10.653,7.3227,4.6472,10.127,10.705,8.046,7.2255,6.3236,13.295,4.2814,3,Parallel
4.7429,6.7173,5.3087,6.0795,3.3662,3.0178,2.9411,2.5718,3.3803,2.4018,6.547,14.774,1.0753,4.7581,3.3515,4.4993,2.6245,6.376,1.8103,8.1675,4.9431,8.7311,6.7617,4.3011,0.71682,4.3921,7.3562,10.786,7.7863,6.7042,9.8106,6.804,5.506,14.599,5.6446,3,Parallel
9.1665,1.5514,2.5589,3.2685,5.508,0.37021,1.257,6.5305,4.7826,1.6901,3.7173,3.8052,9.5674,1.8226,4.6576,5.3629,2.8008,1.0324,8.7181,6.257,1.2217,5.8015,3.7297,1.849,3.5794,9.4664,3.2774,1.2362,4.3498,4.1236,2.4009,3.0544,3.9135,6.0747,9.6481,3,Parallel
3.4911,3.0195,1.5531,8.6224,8.069,2.4283,4.3795,5.6604,2.9646,2.5679,8.1223,3.8563,8.5433,10.348,3.1662,2.3919,6.2285,9.3474,4.2238,8.7467,5.8324,3.5338,2.2962,7.2177,1.6008,5.3682,2.0689,4.1742,6.7711,4.6652,5.9479,7.7146,3.7758,2.6515,4.3239,3,Parallel
2.4476,3.9298,3.7424,10.475,6.6524,5.2842,7.1028,6.6267,2.0774,6.5095,1.595,3.4068,2.5326,3.7836,10.486,2.3439,5.2929,6.4451,3.9603,5.7293,7.493,10.16,1.9806,3.8338,6.3262,1.9249,6.8918,5.5564,2.3226,6.7339,5.4367,1.0081,4.0883,6.1541,7.572,3,Parallel
6.5024,1.2141,10.452,1.885,12.026,5.4027,2.7037,2.6047,5.3365,1.8495,4.9515,2.606,3.3805,9.3967,1.8099,11.236,5.2114,3.1857,0.64032,6.8147,9.7405,4.6628,3.9311,4.9755,13.223,11.947,13.313,4.6175,13.956,14.174,12.911,3.0488,8.1674,3.6807,5.3188,3,Parallel
1.9501,9.4902,3.1859,3.3466,8.1063,6.2114,3.6797,6.5503,8.9166,7.4336,7.3697,3.2638,6.635,4.3211,5.8709,5.1993,4.7648,3.4554,5.5344,11.261,6.4117,6.0192,9.4921,4.9501,13.704,1.3974,7.9628,15.886,8.9711,5.3941,13.819,8.2076,5.2878,10.604,1.3244,3,Parallel
5.235,1.0703,5.1849,1.8569,9.363,4.8091,2.5772,1.9157,0.14618,13.811,1.0017,1.8893,1.8694,6.5047,5.4377,6.9203,13.388,3.736,3.7265,3.2397,4.8157,8.151,1.635,6.4098,4.6754,6.2077,3.9994,5.0331,4.4922,5.2342,5.7477,3.1349,1.8988,7.2935,9.8037,3,Parallel
12.9,11.821,1.9362,7.273,5.8122,7.4904,5.7436,2.6341,6.2513,3.634,4.3471,6.4155,5.8558,9.1931,3.6509,9.8101,3.7241,4.4506,3.1777,4.7445,6.377,1.8363,3.5016,5.7853,9.7543,5.9445,7.7723,3.4611,2.4013,4.8521,12.805,5.8919,3.1722,9.1743,5.5926,3,Parallel
1.6111,8.3576,5.1837,2.2818,2.0548,4.2069,0.86767,9.2162,6.0492,5.8811,2.1971,6.6929,2.7075,4.6768,6.7272,6.1627,3.6618,5.6632,2.3608,5.705,8.9675,5.5303,5.73,6.3222,6.3907,8.3722,5.9291,8.7757,5.9919,9.083,2.5444,1.9872,4.0652,4.4377,11.427,3,Parallel
9.8354,2.6338,4.4085,13.488,8.6434,0.64438,7.2346,12.718,7.3606,2.9795,5.0791,2.3069,8.8677,1.7308,8.8416,6.7198,2.7778,6.1373,5.1338,2.3073,8.1406,8.8024,6.0064,5.731,2.7987,2.5455,1.9645,1.6561,5.3288,2.8221,4.1547,7.0249,5.8595,6.726,8.2169,3,Parallel
7.3821,4.6952,2.9727,8.1191,2.7532,2.709,2.7015,5.2714,3.7925,5.0031,8.3672,8.6657,5.3971,4.0108,7.2064,2.5248,4.011,1.2483,5.7158,5.2554,2.744,6.8333,4.7973,6.4067,2.0584,3.056,2.4961,2.9135,4.3495,3.7409,5.4699,4.2527,7.7005,2.9797,4.7133,3,Parallel
4.4229,5.026,3.1975,7.4694,3.8972,6.9327,5.7453,3.4994,11.023,1.7565,2.9919,3.1175,1.6198,6.0098,6.7352,4.7626,2.0182,6.0672,4.0566,5.5375,6.8262,5.8751,10.501,2.0789,7.5348,4.2571,0.34694,3.0654,3.0201,5.5528,4.1582,6.4743,3.5631,3.3078,2.66,3,Parallel
13.815,5.671,6.3195,3.6584,1.9808,6.7785,6.184,3.9918,3.635,3.4203,5.1108,3.3403,0.94975,10.239,4.1596,2.9768,9.7829,2.9149,7.4597,9.1385,8.1578,4.2385,5.4076,5.2117,9.0859,6.2764,3.509,5.1668,2.6705,2.7202,0.81635,7.6762,3.2555,4.4647,4.8605,3,Parallel
11.662,12.486,16.853,17.907,3.7993,5.3234,4.1047,17.22,10.586,12.271,2.6694,3.4487,9.9212,12.316,9.629,14.991,13.631,7.4858,7.3144,3.4986,9.6857,18.137,7.8097,4.5493,8.7776,3.7866,9.833,14.863,11.299,2.0835,7.0901,9.6063,7.7833,12.943,6.4509,3,Parallel
2.3072,5.1507,13.167,3.8315,8.0028,10.351,5.7732,12.285,2.0843,10.038,6.2556,3.0697,12.178,10.191,3.3566,10.695,2.3478,1.559,8.9655,5.2019,8.3087,5.7677,2.1918,6.2033,7.2386,3.533,5.3684,5.5609,1.1683,10.977,2.8158,6.1219,7.6271,5.0161,10.077,3,Parallel
5.9387,4.2752,6.2584,0.38331,5.0437,8.8445,9.2793,6.6706,2.7549,2.7744,4.9709,2.3505,4.8687,1.052,8.8427,4.6408,2.8481,4.499,1.5545,4.0521,3.9581,4.1796,5.5324,5.1249,3.0847,1.9587,5.3522,2.6088,7.273,3.0981,5.4176,4.316,5.2161,3.0445,2.3942,3,Parallel
1.4853,7.9931,11.179,11.806,9.3571,4.4452,5.8215,2.4075,2.7494,5.889,5.698,12.402,5.8946,3.1077,10.605,7.703,7.567,9.5941,5.2258,7.1806,2.1622,2.1927,9.2191,3.2339,4.2106,14.279,10.245,4.4192,9.4551,4.4281,3.737,4.5116,5.6957,3.8628,4.7157,3,Parallel
2.7466,2.1715,4.5194,0.46672,9.7782,1.032,2.407,5.3477,6.7579,10.351,6.0403,1.2858,3.5707,5.2041,5.331,6.065,3.538,6.0167,4.4392,8.0859,3.6718,5.166,0.87015,3.2007,2.165,3.759,4.6616,3.5969,8.3071,8.0965,4.2597,6.6592,11.852,2.5703,6.2332,3,Parallel
7.7055,7.4821,3.3523,9.1129,5.4085,14.395,5.9215,11.749,8.6878,9.6963,5.7271,13.44,10.56,5.3712,8.0383,6.3871,1.8347,4.4102,3.2188,3.752,9.5807,1.0949,7.8056,2.8884,7.4657,5.9232,6.8919,5.6285,6.5436,2.6359,6.8826,9.1765,6.6299,3.8564,16.068,3,Parallel
7.1043,0.57915,3.1643,3.5032,0.73665,4.3588,3.9851,4.4572,5.0595,1.7079,0.52507,1.8415,3.4541,7.368,1.9314,1.89,6.6466,7.0912,5.5602,4.5674,5.634,1.9652,2.5859,5.0801,8.835,5.6155,4.7574,2.2072,6.0938,1.838,5.7303,0.96231,3.1212,1.5753,5.0067,3,Parallel
2.0874,4.0075,4.5327,4.7574,6.2662,6.3358,2.9378,7.7722,14.086,2.9009,5.7053,2.7882,4.6556,1.3416,6.7838,4.2173,3.672,4.9319,0.56581,6.6878,3.7705,11.36,6.2074,2.0303,4.6702,7.9528,11.773,4.5948,2.8377,4.1615,6.159,5.7541,2.5021,2.155,4.4864,3,Parallel
2.0657,7.2673,3.3492,1.441,3.3801,5.3961,1.5232,8.0786,4.5666,5.5897,3.1897,5.8451,1.1582,4.0701,1.6744,4.1491,1.6721,4.5323,4.8086,1.8299,7.3259,4.4983,3.5072,7.9525,5.9768,5.085,6.0141,6.686,4.1575,2.7955,3.0932,6.9698,4.038,7.4849,7.1073,3,Parallel
0.98956,3.4204,4.7659,2.4045,3.5631,4.6852,1.1687,2.0124,4.6891,7.7659,0.96883,6.4963,1.9211,3.8605,3.1164,5.5813,2.9638,3.2933,0.54483,4.6742,8.2093,5.3855,1.08,10.115,2.554,1.2599,2.768,2.8029,4.243,4.6173,3.2873,3.0738,7.2572,2.9042,2.2148,3,Parallel
12.498,9.5646,12.198,0.15098,3.6731,4.1325,3.3368,5.1708,4.1183,11.886,10.132,10.381,12.111,6.6907,7.0023,12.66,7.3488,0.40129,11.099,18.146,4.612,8.9261,4.4803,10.522,3.0073,3.7022,1.796,11.968,13.642,13.755,1.6395,10.528,3.2149,2.2413,2.9848,3,Parallel
4.6766,7.6425,4.3713,0.92223,6.763,5.3274,7.4056,8.1317,9.6422,4.8046,3.455,7.0957,1.0458,1.2887,0.89778,3.3281,5.4048,4.0072,6.3286,2.0517,1.0342,3.022,7.0998,5.781,6.4366,6.2238,5.6741,4.5074,2.8579,5.4124,3.0461,1.8001,3.2639,7.8918,8.5994,3,Parallel
0.29757,12.97,7.8322,4.9738,4.9834,7.7766,8.9225,3.4355,3.4322,3.5731,2.1802,0.66391,2.8763,8.7215,8.3725,1.441,2.3012,5.4664,3.6904,3.2003,3.2505,6.8665,2.1599,5.4885,6.0822,6.9995,5.2742,1.5521,3.0051,2.7194,4.0587,3.5328,2.2204,3.2101,1.763,3,Parallel
5.1828,3.7372,8.0425,1.8886,4.9286,8.854,5.5165,10.859,5.4186,1.3729,1.4169,3.8744,2.5426,1.673,6.8958,10.727,4.414,3.2468,8.7271,1.8428,3.6641,3.6555,1.0639,3.1015,2.1777,7.3262,4.731,5.0562,6.833,6.7683,6.9252,1.5802,4.6471,7.1283,2.8898,3,Parallel
2.593,8.5556,3.0065,8.9182,7.4122,4.8468,6.2887,4.9179,3.578,12.657,6.0108,1.2534,4.6195,2.7537,2.4161,10.96,7.2277,1.9129,5.1077,3.3494,6.6137,11.357,5.7166,9.5629,9.5274,0.8219,3.8963,7.5452,7.7052,8.8792,8.7166,3.5467,7.6999,7.7923,2.2012,3,Parallel
6.4108,2.321,9.1025,2.9118,6.8991,0.31307,5.7387,1.7357,3.2775,2.8155,5.8782,10.014,4.3979,4.7312,4.805,5.1303,7.0971,3.9484,10.049,5.7474,5.828,7.9097,13.709,5.4543,5.2343,4.0628,1.9658,0.69107,10.327,9.5401,5.4855,3.3911,3.4109,0.53527,8.5256,3,Parallel
1.4759,0.69077,2.5797,4.1682,13.913,4.8084,6.4415,5.436,2.2502,11.612,4.0017,9.1342,12.172,7.6689,5.46,7.9116,13.653,4.3265,5.5884,3.968,5.1905,4.0099,5.4072,9.6361,6.6802,4.0411,6.2066,1.9909,1.7261,6.8159,12.48,0.44436,5.4964,7.3467,10.73,3,Parallel
2.0464,6.51,6.3488,9.1164,10.327,4.0832,8.2848,4.5494,2.7117,3.7115,0.66578,12.907,9.0943,3.991,6.8083,2.7952,1.246,1.2173,3.7029,8.2098,5.479,4.3273,2.4611,7.6567,6.8504,6.0053,7.3603,2.1689,5.5437,7.1061,5.2363,6.7441,3.3093,9.3267,10.613,3,Parallel
2.055,4.2901,15.258,7.2276,11.466,11.229,2.5181,3.2568,13.415,7.1199,8.1822,14.592,13.17,6.7057,4.4862,8.5872,9.656,2.8667,9.1254,6.3026,2.6517,9.6677,12.533,17.453,9.9217,1.9124,2.3399,5.7872,3.0275,12.346,7.7792,19.323,12.978,10.874,6.4949,3,Parallel
1.0466,3.3928,4.7879,5.4745,2.2664,3.8514,6.5286,2.949,4.2565,6.8053,3.3763,7.3331,1.2956,7.1893,3.3321,4.2359,7.6882,1.6187,6.5705,2.8751,5.0372,3.2163,1.1361,7.965,5.149,3.5508,2.4391,11.132,8.1406,4.0818,2.5612,6.865,0.73558,1.6303,1.4302,3,Parallel
