F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,Label
1.75,0.72905,0.060604,0.095711,0.61032,1.6723,1.0591,0.55774,0.63884,0.98771,0.55895,0.34698,0.23318,1.129,1.1788,0.81874,0.37342,0.21244,0.39517,0.51683,0.18391,0.20573,0.24182,0.28987,0.17028,0.62924,0.48705,0.94923,0.080583,0.60355,0.4734,1.0265,0.71159,0.2146,0.19694,0.5238,0.13766,0.43049,0.1875,0.51263,0.49544,0.3578,0.94511,0.60512,1.08,0.23903,0.33541,0.22989,0.75652,2,Surface
2.1405,0.98995,0.72611,0.72771,0.39233,1.1562,0.81622,0.98832,1.3812,0.55776,0.69389,1.9339,1.4506,1.3151,1.5184,1.9884,0.71408,0.83023,1.2957,1.2386,1.6306,0.83202,1.0239,0.9412,0.46649,0.60973,0.51478,0.060235,0.46668,0.063446,0.1937,0.28287,0.80455,0.33179,0.53369,0.42309,0.32801,0.09765,0.62766,0.56876,0.2547,0.36906,0.26762,0.94486,0.7941,0.57709,0.40603,0.7169,0.14517,2,Surface
2.3275,1.0819,0.47532,0.17875,0.58768,1.1016,0.65062,0.52068,0.90163,0.070359,0.27063,1.9332,2.4192,1.3637,1.4152,2.2033,0.30403,0.24749,0.75145,0.79732,0.73765,0.61909,0.5087,1.1909,0.60536,0.41164,0.263,0.47453,0.91196,0.24217,0.55601,0.5792,0.19654,0.78437,0.12973,0.60958,0.031063,0.72819,0.23407,0.42553,0.37913,0.34702,0.4628,0.7603,0.30561,0.24504,1.0124,0.26693,0.90891,2,Surface
1.5771,0.93477,0.4518,0.20765,0.84982,1.6299,0.57365,0.68746,0.66634,0.99222,0.65247,1.0927,1.5128,1.3246,0.89729,1.215,1.0568,0.88421,0.98091,1.526,1.0566,0.70793,1.6393,0.9837,0.45096,0.41205,1.0347,0.70125,0.76207,0.98675,1.0692,0.22592,0.67336,0.20476,0.49639,0.20127,0.21319,0.80865,0.83717,0.57985,0.20729,0.66123,0.24387,0.54256,0.68608,0.48275,0.39111,0.74635,0.43839,2,Surface
2.4649,1.06,0.80535,0.08813,1.484,0.71144,0.90181,0.75295,0.86797,0.93252,0.67305,1.0495,1.7132,1.3192,1.0879,1.3822,0.87719,0.57926,1.0936,0.98439,0.67233,1.2063,0.74395,1.1324,0.45487,0.81235,0.25428,0.67175,0.27552,0.54016,0.7299,0.41926,0.38257,0.46805,0.17121,0.80437,0.24885,0.56885,0.31823,0.092766,0.12182,0.17283,0.29432,0.28985,0.93567,0.14437,0.50598,0.2717,0.36905,2,Surface
1.9918,0.78375,0.27682,0.19094,0.2016,1.3274,1.4478,1.3035,1.5539,1.3607,1.2169,1.2163,1.1543,0.64936,0.81821,0.38385,0.51831,0.62815,0.12179,0.44642,0.47511,0.21212,0.41357,0.38922,0.3112,0.32245,0.33342,0.84536,0.33441,0.20095,0.40777,0.33094,0.039239,0.052843,0.54889,0.30525,0.45622,0.1881,0.52288,0.3948,0.62653,0.32781,0.15145,0.25867,0.2633,0.31923,0.39903,0.13832,0.37039,2,Surface
1.7494,1.1009,0.49866,0.63121,0.25952,0.79755,0.79817,1.0996,1.6043,0.45925,0.55199,1.4893,0.61365,0.55496,0.64469,0.54483,0.27579,0.45913,0.60666,0.50812,1.1569,0.85253,0.64579,0.70534,0.05353,0.3002,0.56213,0.38946,0.30886,0.46293,0.29128,0.23631,0.80901,0.14457,0.080198,0.0812,0.59194,0.15134,0.24927,0.268,0.24652,0.7416,0.21839,0.37896,0.40605,0.36835,0.20312,0.22825,0.36598,2,Surface
1.947,1.2501,0.29926,0.54068,0.86672,0.44049,0.95328,0.86984,0.97479,0.47649,0.66025,0.89931,0.77976,0.51028,1.1751,1.9032,0.94927,1.4224,1.3037,0.98247,0.47836,1.3031,1.751,0.71417,0.60101,0.83,0.4246,0.27847,0.18706,0.31036,0.46693,0.98669,0.55567,0.36068,0.10448,0.77989,0.68181,0.38252,0.57875,0.4356,0.51921,0.57124,0.17846,0.48706,0.59473,0.95426,0.70415,0.39915,0.46976,2,Surface
1.9235,1.0849,0.204,0.46077,1.0915,0.71621,0.97796,0.75447,1.3562,0.82613,0.69702,1.5571,1.9538,1.168,0.87309,1.3817,1.3568,1.569,1.0342,0.97708,1.2662,0.98158,1.2524,0.8603,0.10401,0.60591,0.46422,0.30787,0.16128,0.45899,0.27106,0.24213,0.25125,0.39112,0.61598,0.56312,0.51198,0.39277,0.21818,0.11368,0.56317,0.47656,0.30817,0.11246,0.20172,0.28256,0.29161,0.53386,0.16996,2,Surface
1.8157,0.8046,0.39362,0.6342,1.5422,1.033,0.34716,0.28718,1.2166,0.73781,0.4699,1.5079,1.9536,1.5952,1.3544,1.7575,1.1368,0.84939,1.0311,0.77668,1.2221,0.65745,0.53728,0.1966,0.47934,0.23307,0.13837,0.50216,0.66959,0.21063,0.55182,0.57546,0.57326,0.014339,0.19314,0.82993,0.69963,0.90331,0.2072,0.14459,0.44171,0.25352,0.59239,0.20423,0.37081,0.40436,0.54448,0.083443,0.20485,2,Surface
2.1421,1.0243,0.12936,0.37219,1.7751,0.57136,0.80739,0.8675,1.1487,1.1308,0.96985,1.0497,0.98471,0.22219,0.43994,0.54396,0.3552,0.31666,0.51767,0.63391,0.52992,0.59636,0.59629,0.70157,0.25871,0.43806,0.13802,0.24837,0.35658,0.24116,0.39325,0.21714,0.3049,0.093277,0.19756,0.33463,0.24354,0.31364,0.1501,0.3002,0.58653,0.30845,0.3018,0.39688,0.27692,0.70716,0.40053,0.11526,0.21162,2,Surface
1.3988,0.71112,0.22255,0.54686,0.47263,0.52691,0.60625,0.23744,2.0913,0.92914,0.13912,0.57027,0.55368,0.33187,0.64132,0.25539,0.1192,0.31246,0.93335,0.63049,0.22563,0.47942,0.5219,0.67112,0.76105,0.21687,0.38828,0.17982,0.52153,0.92858,0.20341,0.23837,0.30941,0.66243,0.26395,0.56621,0.42304,0.24459,0.56934,0.62716,0.36041,0.6329,0.33119,0.50337,0.18625,0.15028,0.21222,0.51776,0.34435,2,Surface
1.3374,1.0881,0.7469,0.66429,0.40488,0.5597,0.31874,0.4462,1.0142,0.8163,0.89592,1.6021,1.2694,0.61709,1.225,0.55848,0.26295,0.28895,0.43097,0.37277,0.37021,0.16619,0.78429,0.26535,0.2411,0.3236,0.17972,0.33641,0.60041,0.56306,0.42574,0.69278,0.47645,0.77817,0.32364,0.11156,0.24411,0.69301,0.88397,0.4678,0.88394,0.69595,0.34748,0.14192,0.3709,0.55282,0.12502,0.2786,0.097938,2,Surface
2.1343,1.0422,1.1148,0.66932,1.5174,0.98094,1.1664,0.55958,1.2183,0.97812,0.41807,1.5437,1.6488,0.89186,0.14957,0.42862,0.27637,0.3063,0.54466,0.33634,0.13583,0.72689,0.10931,0.40919,0.59251,0.68379,0.74693,0.36348,0.62956,0.35743,0.063019,0.49095,0.31153,0.28751,0.065068,0.7465,0.24979,1.0013,0.65002,0.19484,0.77702,0.57492,0.70328,0.63066,0.15361,0.44153,0.35798,0.90154,0.48706,2,Surface
2.3182,1.2763,0.51874,0.68683,0.68676,0.37967,0.39698,0.60558,1.0133,1.1858,0.72794,1.4771,1.5771,0.43462,0.9519,0.59124,0.3584,0.83699,0.80062,0.35532,0.46936,0.61545,0.80015,0.3915,0.74534,0.88942,0.4039,0.38802,0.97739,0.29504,0.7565,0.36094,0.17113,0.31545,0.35223,0.31746,0.22456,0.13082,0.47494,0.12788,0.29802,0.48101,0.57526,0.24812,0.41715,0.51237,0.69028,0.21554,0.97015,2,Surface
1.7532,0.81355,0.34457,0.69278,0.22669,0.70102,0.37078,0.26864,1.3813,1.0233,1.3282,1.2379,1.3383,0.47937,0.88336,0.59519,0.22418,0.043635,0.12363,0.50666,0.19257,0.64169,0.89634,0.81123,0.56222,0.054546,0.4822,0.43232,0.29155,0.8234,0.63811,0.38789,0.30813,0.14612,0.13648,0.17219,0.53932,0.87243,0.29909,0.30914,0.31675,0.55137,0.19414,0.60217,0.20246,0.4499,0.49446,0.16218,0.72941,2,Surface
1.7542,1.2669,0.4311,0.30248,0.28506,0.5675,0.25915,0.58171,1.8163,0.72659,0.79388,0.99088,1.1894,0.85519,0.17884,0.97828,0.35882,0.59192,0.68883,0.086329,0.59598,0.29401,0.43316,0.26354,0.402,0.48673,0.49769,0.33964,0.46462,0.24117,0.44792,0.35415,0.18348,0.1294,0.45622,0.20522,0.75592,0.59325,0.36326,0.43447,0.14732,0.40159,0.49963,0.13506,0.23618,0.40366,0.22023,0.20118,0.55455,2,Surface
1.8142,0.89497,0.49079,0.093282,0.050285,0.70867,1.011,0.86048,1.2685,0.60796,0.39734,1.1998,1.9186,1.6244,1.4307,1.8942,0.65634,0.28499,0.85335,1.5238,0.89165,1.1999,0.94651,1.315,0.68469,0.91426,0.38306,0.55601,0.27188,0.45987,0.61082,0.23459,0.076428,0.3218,0.70564,1.0083,0.18772,0.50712,0.77886,0.6204,0.29714,0.14333,0.46765,0.38053,0.51256,0.55944,0.72572,0.48833,0.66664,2,Surface
2.7172,1.1852,0.73862,0.33488,0.28659,1.0529,0.67475,0.12851,1.5957,1.1116,1.0791,1.5137,1.3776,0.72184,0.29008,0.54293,0.39357,0.26446,0.1324,0.093467,0.31571,0.24998,0.30225,0.16492,0.46665,0.24302,0.26964,0.027305,0.43863,0.093052,0.32639,0.64284,0.19891,0.47768,0.54421,0.21618,0.28363,0.25622,0.28505,0.31839,0.13745,0.26404,0.54444,0.32826,0.18667,0.25136,0.32686,0.40911,0.24862,2,Surface
1.6009,0.80385,0.38847,0.29911,0.54612,0.63937,0.71651,0.42015,1.8101,1.6326,1.0548,1.7065,1.3092,0.4528,0.48691,0.36221,0.33562,0.44074,0.19675,0.21866,0.29278,0.37989,0.3378,0.24627,0.60216,0.40078,0.73896,0.39372,0.2844,0.4157,0.47622,0.35816,0.28076,0.33115,0.44213,0.45681,0.32345,0.090179,0.40183,0.16956,0.3947,0.379,0.50458,0.58299,0.4291,0.52661,0.21039,0.34822,0.22941,2,Surface
2.6562,1.2705,0.72977,0.61444,0.55659,0.21533,0.14418,0.18452,1.783,1.1018,1.3732,2.0249,1.6571,0.86916,0.57437,0.33506,0.5037,0.467,1.3346,0.70791,0.086703,0.46967,0.2161,0.54375,0.37291,0.35626,0.28581,0.29805,0.28652,0.43755,0.08813,0.35613,0.44506,0.72588,0.38504,0.49931,0.24088,0.63423,0.070436,0.37411,0.63527,0.9463,0.027939,0.57978,0.20056,0.13508,0.23315,0.37658,0.40552,2,Surface
2.4354,1.2965,0.16593,0.096449,0.59362,0.57039,0.92854,0.44397,1.4315,1.254,0.76512,1.7479,1.4721,0.4465,0.59998,0.56796,0.16312,0.065416,0.5387,0.51608,0.72799,0.57665,0.31202,0.20408,0.21025,0.20171,0.56251,0.36434,0.34527,0.27946,0.64383,0.66848,0.70519,0.1288,0.26037,0.6027,0.28865,0.20079,1.1223,0.52178,0.70084,0.15897,0.14051,0.24718,0.34545,0.46117,0.12289,0.56191,0.21366,2,Surface
1.655,0.79813,0.24763,0.32266,0.85471,0.34276,0.23849,0.33409,1.2808,0.80764,1.1606,1.4553,1.5556,0.41705,0.71822,0.54704,0.26441,0.52363,0.47091,0.086415,0.56834,0.54893,0.37532,0.31653,0.3329,0.45917,0.33157,0.34574,0.1799,0.15267,0.62539,0.69687,0.55366,0.36592,0.10678,0.31733,0.31092,0.36866,0.23012,0.25178,0.20709,0.63171,0.13239,0.56717,0.37241,0.59911,0.27952,0.79241,0.63681,2,Surface
2.0215,0.90023,0.44851,0.26763,0.41016,0.80574,1.217,0.5119,1.2439,0.39183,0.64595,1.3989,1.6497,2.1617,1.824,1.4592,1.127,1.0465,0.88515,1.1255,0.90776,1.6043,1.7079,0.91099,0.32971,0.58493,0.5293,0.61097,0.66934,0.66988,0.86128,0.1345,0.29587,0.7027,0.46011,0.72792,0.30826,0.82388,1.0892,0.71843,0.43996,0.88139,0.090318,0.76146,0.2906,0.99793,0.70522,0.31654,0.59396,2,Surface
0.97869,0.45649,0.73355,0.17591,0.47765,1.2542,0.55056,0.32834,1.3109,1.0619,1.2029,1.6422,1.5925,0.94108,0.9671,0.38125,0.50382,0.50376,0.23706,0.3305,0.48262,0.41927,0.25135,0.44442,0.34464,0.33003,0.098591,0.11858,0.34158,0.35132,0.74449,0.4651,0.43527,0.48053,0.44724,0.37963,0.36358,0.3251,0.12419,0.40439,1.265,0.74508,0.41631,0.42769,0.69775,0.3983,0.70947,0.33305,0.62116,2,Surface
1.6412,1.0134,0.15403,0.53216,1.4633,0.60629,0.6611,0.82189,1.0035,0.43592,0.34527,0.88719,1.4882,1.3996,0.8854,0.89984,0.116,1.0086,0.49852,0.4187,0.75788,0.6251,0.5642,0.44622,0.26341,0.67046,0.71443,1.4515,0.36318,1.106,0.85403,0.75476,0.63836,0.60434,1.0335,0.42265,0.54859,0.47704,0.46324,0.21342,0.80497,0.068255,0.72689,0.57725,0.21955,0.96932,0.87635,0.3019,0.31109,2,Surface
2.065,1.3878,0.60961,0.83728,1.6129,1.8182,1.6493,0.71385,0.5098,0.41687,0.96528,1.3258,1.1979,1.4818,1.6775,1.6544,1.2388,0.09713,0.97965,0.12599,0.14801,1.2903,0.46456,0.31065,0.5816,0.18865,0.89544,0.35819,0.6301,0.16886,0.5728,0.44828,0.676,0.3343,0.32818,0.37872,0.44602,0.83969,0.64619,0.34687,0.46488,0.6997,0.091536,0.13656,0.46562,0.4674,0.64648,0.51694,0.62485,2,Surface
1.7168,1.1078,0.28118,0.11055,0.25096,0.50335,0.4441,0.38901,1.6722,1.1263,0.83791,1.4751,1.2464,0.42729,1.0083,0.4326,0.93765,0.76231,0.21012,0.27308,0.19206,0.33528,0.62052,0.48184,0.51979,0.3292,0.24353,0.46565,0.25552,0.75664,0.56657,0.42216,0.59706,0.033932,0.25658,0.2713,0.43969,0.63734,0.71845,0.53963,0.26962,0.58087,0.17626,0.75936,0.52551,0.3383,0.63489,0.46133,0.80937,2,Surface
2.7507,1.4233,0.49455,0.22694,0.39816,0.48929,0.18038,0.29369,0.9814,0.87541,1.3489,2.1952,2.1188,0.73048,1.312,1.4293,0.84113,0.29589,0.67143,0.086172,0.42678,0.48846,0.5284,0.39521,0.42185,0.21067,0.4313,0.74922,0.41646,0.27486,0.35341,0.13365,0.38573,0.2034,0.50465,0.83299,0.38298,0.72421,0.095351,0.47682,0.15049,0.38615,0.38613,0.3061,0.53148,0.71168,0.88932,0.51328,0.35454,2,Surface
0.35273,0.34022,0.61462,0.4684,1.1683,2.2476,1.1821,0.71926,1.3547,1.1841,0.5872,0.59667,1.0217,1.459,0.98718,0.9817,0.44388,0.40669,0.50089,0.14391,0.41634,0.37366,1.1059,0.32359,0.62384,0.24119,0.82136,0.81461,0.65246,0.17757,0.47543,0.66727,0.24194,0.14402,0.30404,0.65292,0.50057,0.57276,0.32877,0.35233,0.56779,0.49281,0.255,0.30249,0.293,0.43916,0.60211,0.53584,0.212,2,Surface
0.76035,0.28208,0.9892,0.48123,1.5683,0.95877,0.91221,1.0186,0.94649,0.77585,0.58426,0.28756,1.6803,2.0183,0.2631,0.46704,0.65796,0.81073,0.97204,0.43012,0.5421,1.4814,1.1128,0.65893,0.9191,0.62503,0.77374,0.50155,0.46316,0.81265,0.12337,0.59657,0.87635,0.15001,0.971,0.48917,0.75451,0.1598,0.62078,0.64636,0.14747,1.4218,0.37407,0.97318,1.204,0.39336,0.26229,0.40216,0.17309,2,Surface
0.42877,0.15385,0.25166,1.0782,1.3374,1.3385,1.971,1.3596,0.88485,1.069,0.42328,1.1332,1.949,1.9338,1.5202,1.7495,1.1859,1.2106,1.0003,0.47092,0.90408,0.78032,0.49375,0.98677,0.2567,0.37179,0.46209,0.94799,0.8802,0.80687,0.46222,0.74579,0.55444,0.30838,0.60307,0.61581,0.50669,0.28929,0.14911,0.51764,0.68604,0.27671,0.51864,0.23035,1.1281,0.5895,0.54403,0.57599,0.26331,2,Surface
1.4582,0.77302,0.54862,0.54566,0.40324,0.22937,0.59688,0.58473,0.89241,0.70288,1.2153,1.6853,1.414,0.51461,1.2369,0.66486,0.77776,0.47533,0.39027,0.52218,0.96931,0.7025,0.30117,0.37856,0.53629,0.14523,0.41936,0.47755,0.47441,0.77921,0.23721,0.085301,0.4036,0.14491,0.4492,0.19724,0.34312,0.31282,0.05319,0.62482,0.29883,0.62476,0.17541,0.36922,0.23807,0.22795,0.31405,0.16031,0.46585,2,Surface
1.5409,0.97989,0.42477,1.1541,2.0821,2.558,2.2612,1.5978,1.6369,1.314,0.32916,0.90581,1.2361,0.71493,0.8607,1.0228,0.98699,1.2293,0.6142,0.89387,0.2803,0.44831,0.66344,0.85205,0.45563,0.60163,0.5815,0.50669,1.0407,0.70447,0.72546,0.42266,0.73397,0.55683,0.45699,0.079787,0.094711,1.3834,0.66278,0.46034,0.71917,0.51652,0.83412,0.97996,0.40169,1.2367,0.72751,1.0169,0.26697,2,Surface
1.7392,1.0525,0.82922,0.54737,0.90614,1.3345,1.1152,1.1512,0.92946,1.3757,0.88879,0.62435,0.173,0.27473,0.46981,0.14674,0.52453,0.38016,0.45022,0.42734,0.042449,0.41515,0.43093,0.2967,0.15357,0.44311,0.52051,0.34482,0.5577,0.44834,0.33492,0.29732,0.89725,0.62271,0.33503,0.35515,0.21972,0.3777,0.069695,0.40251,0.59906,0.52543,0.38381,0.65519,0.27206,0.29412,0.7213,0.71339,0.63533,2,Surface
1.5093,0.69058,0.25287,0.29464,0.65792,0.51039,0.9593,1.1304,0.29479,1.0626,0.63162,0.06608,0.51861,0.41459,0.55139,0.23085,0.61275,0.62604,0.075729,0.26073,0.26751,0.70538,0.79016,0.24503,0.57804,0.43491,0.31761,0.15709,0.28009,0.38449,0.38479,0.38424,0.17886,0.34037,0.40161,0.46017,0.67353,0.32854,1.0025,0.40555,0.71646,0.36671,0.84216,0.56476,0.33298,0.26792,0.40197,0.28958,0.41815,2,Surface
1.586,0.73797,1.0977,0.53179,1.1221,0.65911,0.78305,0.27067,1.5345,1.2192,0.58536,0.88482,1.3762,1.0749,0.60321,0.9218,0.88075,0.21266,1.4486,2.0862,0.55996,1.0359,0.42396,0.53996,0.39056,0.4012,0.76643,0.59139,0.646,0.14904,0.32345,0.11041,0.71362,0.88111,0.48218,0.63664,0.30622,0.66344,0.50722,0.42829,0.099958,0.21668,0.37134,0.49154,0.28024,0.76024,0.42909,0.47482,0.16815,3,Parallel
0.66976,0.44017,0.45023,0.60268,0.29239,0.37285,0.60784,0.37679,0.86034,0.55098,0.38865,0.62222,1.0112,1.3764,1.4642,1.1382,1.5035,1.2007,1.5751,2.3398,1.0671,0.59141,0.26713,0.45806,0.40792,0.35612,0.87181,0.42772,0.85427,0.50999,0.43714,0.5429,0.33551,0.26843,0.52211,0.51435,0.64546,0.67576,0.68628,0.34509,0.44223,0.22379,0.2692,0.78018,0.75904,0.3583,0.4783,0.30242,0.31574,3,Parallel
1.8756,0.82845,0.28695,0.4892,0.52983,0.82905,0.41983,0.9803,0.61725,0.62313,0.45101,0.95361,1.1891,0.95814,1.0936,1.7872,0.97892,1.7074,1.5328,1.0192,1.878,1.6193,1.5339,1.165,0.73505,0.52118,0.5444,0.67422,0.43721,0.58095,0.6975,0.17164,0.23587,0.56657,0.054772,0.76833,0.54031,0.55768,0.89304,0.42186,0.21992,0.24968,0.7575,0.56484,0.71522,0.48123,0.96622,0.30212,0.34288,3,Parallel
2.1697,0.66948,0.88065,0.36047,0.36314,0.92803,0.39111,1.331,0.67982,1.5261,0.38445,0.62219,0.75186,1.0337,1.077,1.524,1.3335,0.76206,1.0811,2.4447,1.1291,1.3378,1.6723,0.4027,0.19532,0.36469,0.47707,0.91905,1.0511,0.55279,0.73207,0.49666,0.25433,0.22698,1.2235,0.63027,0.31763,0.23872,0.67034,0.4296,0.53558,0.032588,0.37719,0.64183,0.45598,0.83762,0.76945,0.34305,0.46756,3,Parallel
0.80687,0.15164,0.36337,0.18419,0.8759,0.94799,1.0372,1.7235,1.6014,2.8542,0.84092,1.0628,0.41784,0.55867,1.5426,2.4553,1.9475,1.5116,2.3947,3.2329,2.1771,1.688,2.1148,1.7268,0.15832,0.2627,0.63007,1.2402,0.17827,1.0761,0.6841,0.23447,0.0027519,0.62456,0.78274,0.74966,0.85764,0.71282,0.70438,0.86983,1.1723,0.70239,0.65269,0.20852,0.53429,0.93027,1.3944,0.40327,0.10574,3,Parallel
2.276,1.0389,0.63616,0.77998,0.41354,0.31506,1.1238,1.0745,0.19096,0.71051,0.71231,0.8668,0.56213,0.22876,0.74141,1.766,1.3392,1.2061,1.7185,1.747,1.3097,1.0471,1.1408,0.8564,0.1855,0.29646,0.39882,0.51702,0.35944,0.6775,0.9305,0.56785,0.26411,0.67248,0.40775,1.6403,0.60363,0.33871,0.43533,0.92723,0.29776,0.64797,0.38308,0.53356,0.20838,0.15455,1.0316,0.70913,0.55984,3,Parallel
1.8045,0.41534,0.10135,0.67833,0.30961,0.19755,0.20436,0.34279,0.23492,0.15768,1.0865,0.78028,0.78458,0.8207,0.40801,0.47783,0.91954,1.1403,1.6937,1.9929,2.6343,2.3236,1.6002,0.83893,0.61309,0.28753,0.67489,0.5592,0.50905,0.8984,0.17397,0.86698,0.53303,0.63899,0.7526,1.198,0.31685,0.45217,0.38873,0.82184,0.3447,0.87257,0.096575,0.70754,0.64522,0.54776,0.4742,0.44909,0.24404,3,Parallel
0.50013,0.15679,0.61462,0.79486,0.94594,0.69045,0.65288,1.0667,1.1741,0.57578,1.0886,1.2598,1.2752,0.86282,0.49839,1.0542,0.57949,0.9098,1.2391,1.3792,2.1213,1.5969,1.6471,1.4893,0.52062,0.36746,0.50005,0.32057,0.40355,0.091987,0.30443,0.71241,0.36935,0.29755,0.1814,0.26597,0.4446,1.1055,0.19466,0.27415,0.69765,0.7458,0.79357,0.31716,0.82482,0.93374,0.58416,0.32751,1.1099,3,Parallel
1.2644,0.75458,0.81247,0.24073,0.49381,0.2763,0.50193,0.53199,0.18307,1.3203,1.7588,1.4149,0.98282,1.2165,1.5626,2.187,1.4122,2.1169,2.1407,2.3479,1.9897,2.0582,1.0167,1.9122,0.31408,1.0993,0.97849,0.63684,0.4128,0.37783,0.13056,0.68833,0.14243,0.33302,0.76655,0.36803,0.45031,1.0731,0.34268,0.38731,0.65778,1.0589,1.1602,0.84753,0.65842,0.13741,0.57956,0.5627,0.2656,3,Parallel
1.7673,1.4003,1.0621,0.29967,1.2136,0.28652,0.55186,0.77946,0.82884,1.3688,0.82658,0.94876,2.4982,2.645,2.103,2.1816,0.91041,2.2367,3.4036,2.3179,1.7972,2.3953,3.0627,2.4345,0.65793,1.2071,1.021,0.29957,0.65735,0.7673,0.74761,0.75428,1.1692,0.42439,0.81145,0.28908,0.5014,0.57958,0.45045,0.74268,1.0127,0.65666,0.90635,1.9927,1.3057,0.29507,0.5242,0.69014,1.4275,3,Parallel
1.9717,1.2648,0.21674,0.7102,0.69363,0.30934,0.84271,1.1017,0.78943,1.2786,0.58176,1.7145,1.3454,0.33431,0.71661,1.0557,2.1414,1.7145,1.2907,1.2043,1.7281,2.0308,2.0897,0.98794,0.37019,1.0697,0.92826,0.62357,0.25063,0.59905,0.76607,0.82553,0.34841,0.66387,0.41489,0.33206,0.63759,0.35909,0.65531,1.8504,0.67617,1.3285,1.0964,0.59663,0.36297,0.89646,0.65902,0.79371,0.86411,3,Parallel
3.4848,1.888,1.9619,0.21672,1.2794,0.45126,0.18488,1.133,1.1064,1.149,0.54202,1.4494,1.6755,0.94104,0.96121,1.1509,2.5787,1.9933,1.8105,2.0129,2.5421,2.4836,2.099,2.1436,0.54644,1.0024,1.0425,1.1053,1.2422,1.2698,0.36302,0.4361,0.5099,0.67652,0.39446,0.56782,0.8779,0.93765,0.44041,0.43022,0.90951,0.34649,0.15873,0.92469,1.2269,0.51157,1.3537,1.1839,1.1131,3,Parallel
1.9964,1.1643,0.35087,0.23816,0.68469,0.80423,0.57079,0.75653,0.87562,0.49557,0.6205,1.029,0.3625,0.48433,1.4491,1.6792,0.83381,1.0721,1.1139,0.98202,0.65668,1.1285,1.4489,0.61834,0.39371,0.55426,0.55337,0.31538,0.43584,0.3156,0.78035,0.78654,0.74379,0.51607,0.57397,1.2174,0.40111,0.65106,0.18609,0.2718,0.40096,1.1893,0.18688,0.6179,0.25413,0.30804,0.66019,0.28353,0.13158,3,Parallel
2.5347,1.3769,0.28058,0.58224,0.18915,0.63945,0.59678,0.6442,0.62296,1.1793,1.387,1.2606,1.7332,1.5908,0.37891,0.86816,0.69316,1.2713,2.2065,2.2969,1.3142,1.5837,1.9675,1.3116,0.40401,0.82241,0.56084,0.43898,0.44982,0.24923,0.65332,0.22665,0.83274,0.084668,0.23604,0.71116,0.93369,0.50304,0.31263,0.56122,0.71189,0.37224,0.41649,0.57631,0.36306,0.24537,0.45563,0.95586,0.52057,3,Parallel
1.5835,1.0387,0.69361,0.32044,0.84154,0.71512,0.57489,1.2892,0.70015,0.31582,1.2548,1.9341,1.8751,1.2372,0.58054,1.0818,0.7772,1.7437,1.7943,1.4435,2.1226,2.0463,2.1707,2.0458,0.29503,0.52439,0.68421,0.81328,1.6038,0.67778,0.8345,0.87751,0.91034,0.35029,0.25971,0.55523,0.79469,0.28288,0.79395,0.77875,0.43419,0.34372,0.11888,0.050022,0.26737,0.3808,0.14814,0.37582,0.71326,3,Parallel
1.8898,1.488,1.1215,0.87526,1.1596,0.45291,0.45955,0.45767,0.62999,0.30767,1.1386,1.2284,1.1745,1.1377,1.101,0.80174,1.7982,1.3416,0.93893,1.4649,1.6478,1.6959,1.751,0.64312,0.37736,0.52965,0.27441,0.4336,0.93802,0.55777,0.24602,0.22406,0.25277,0.20802,0.62978,0.94624,0.48439,0.14862,0.33895,0.52944,0.26518,1.3886,0.62382,0.89524,0.43359,0.71015,0.12444,0.14664,0.28302,3,Parallel
1.9487,0.81894,0.65253,0.8892,0.52561,0.27456,0.22106,0.52704,0.61117,0.63049,1.1711,1.074,1.15,1.133,0.45975,0.52857,1.1174,1.0447,0.97519,0.79052,1.9091,1.4722,1.0876,0.49465,0.31907,1.0179,0.11234,0.67656,0.58475,0.25995,0.30101,1.3563,0.62398,0.31921,0.2024,0.63721,0.5985,0.70128,0.86894,0.78021,0.80286,0.43286,0.95249,0.7873,0.49712,0.92826,0.92759,0.633,0.44061,3,Parallel
2.8271,2.1145,0.65999,1.0052,0.79493,0.39739,0.97195,1.2847,0.3121,1.0725,1.297,1.6157,1.7628,1.6574,1.2115,1.7205,1.5644,2.2193,1.9834,1.8774,2.1516,2.1013,2.718,1.4695,0.30029,0.40798,0.38806,1.0385,0.34011,1.3063,1.1042,1.6174,0.23104,0.78742,0.45895,0.81875,0.14033,1.0315,0.99476,0.90636,0.47215,1.4204,0.24958,0.39261,0.39499,0.13974,0.42877,1.1492,0.19717,3,Parallel
1.7975,0.93237,0.28186,0.16349,0.67976,0.65192,0.79772,0.41553,0.79383,1.3344,0.9259,1.5123,1.2377,0.95493,0.53042,1.1691,2.653,1.8809,0.80987,1.2067,1.8692,2.6081,3.3024,1.903,0.66513,0.27074,0.30866,0.74475,0.39895,0.70039,0.47223,0.22624,0.39208,0.5134,0.42585,0.54753,1.1954,0.22168,0.40673,0.14563,0.54543,0.41422,1.0945,0.38003,0.65263,0.045561,0.54799,0.35371,0.82839,3,Parallel
