F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,Label
1.9415,0.94027,0.30516,0.24953,0.77545,0.76212,1.7436,0.52316,0.56673,0.51581,0.38869,0.38425,0.37952,0.40491,0.12324,0.2115,0.078871,0.089787,0.061928,0.013712,0.067549,0.050918,0.036063,0.024773,0.026401,0.056317,0.0801,0.057835,0.025453,0.057804,0.083719,0.048241,0.072114,0.070709,0.0033364,0.055904,0.01939,0.02495,0.0038125,0.04743,0.051319,0.071755,0.04341,0.04002,0.023209,0.069706,0.0507,0.052489,2,Surface
1.7595,0.87098,0.35688,0.89697,1.3669,1.1088,0.79677,0.25562,0.35326,0.12872,0.16566,0.17197,0.17393,0.21906,0.11242,0.059443,0.078679,0.02234,0.063348,0.056461,0.013565,0.079891,0.040941,0.04936,0.074787,0.017153,0.047796,0.062745,0.034881,0.022986,0.045936,0.099257,0.017696,0.028147,0.0082197,0.08646,0.037791,0.056936,0.012375,0.12459,0.032998,0.076082,0.060221,0.026954,0.077875,0.032848,0.047036,0.065845,2,Surface
1.9766,0.93353,0.34317,0.43104,0.17987,0.40135,0.4417,0.18367,0.1223,0.050402,0.092339,0.033537,0.070953,0.0060948,0.13387,0.038526,0.08203,0.037401,0.066545,0.056326,0.085093,0.06663,0.034651,0.060448,0.022619,0.052087,0.030977,0.037748,0.026975,0.085235,0.032736,0.017428,0.021024,0.027534,0.025432,0.039542,0.04531,0.0092942,0.059944,0.031802,0.039391,0.029862,0.042822,0.072137,0.065101,0.010829,0.038466,0.016262,2,Surface
1.8213,0.97313,0.2155,0.70486,1.3492,0.53517,0.71996,0.084753,0.16047,0.17297,0.09775,0.14503,0.075707,0.11893,0.011512,0.035115,0.043721,0.03534,0.095632,0.03927,0.019095,0.046733,0.013748,0.042939,0.029389,0.046513,0.026345,0.02821,0.05489,0.047734,0.050751,0.0062996,0.010132,0.043655,0.011768,0.030167,0.10667,0.037167,0.04991,0.029404,0.039317,0.0028708,0.062346,0.020716,0.053191,0.047041,0.019277,0.049769,2,Surface
1.9233,0.94502,0.30283,0.53318,1.0112,0.89047,1.4754,0.40859,0.53878,0.35577,0.30015,0.2865,0.23525,0.29351,0.082923,0.097161,0.041975,0.079757,0.042674,0.010034,0.04362,0.012729,0.016023,0.028749,0.0085086,0.076797,0.058285,0.039681,0.017933,0.046203,0.05764,0.023672,0.048452,0.017498,0.045089,0.042746,0.089003,0.033004,0.025303,0.0063747,0.036726,0.045075,0.067319,0.073234,0.071698,0.083627,0.032429,0.016307,2,Surface
1.8648,0.93061,0.34689,0.96531,0.41854,0.71452,0.084494,0.28949,0.17769,0.027874,0.09359,0.10834,0.0497,0.11355,0.011344,0.042378,0.053166,0.043497,0.097608,0.070154,0.061057,0.073887,0.037867,0.03048,0.022847,0.0061395,0.034187,0.064631,0.020617,0.020221,0.039046,0.037939,0.021224,0.023919,0.047401,0.029758,0.018397,0.054396,0.016272,0.037385,0.046334,0.008746,0.019378,0.012087,0.089541,0.025888,0.013142,0.013035,2,Surface
1.9825,1.0549,0.22047,1.2541,1.1679,0.834,0.72713,0.2363,0.2496,0.19584,0.14836,0.12886,0.1848,0.17509,0.11939,0.047766,0.083325,0.046495,0.0068779,0.050619,0.068311,0.061662,0.036185,0.086001,0.10429,0.065306,0.058035,0.020125,0.041825,0.067236,0.1292,0.042691,0.096391,0.016049,0.018807,0.12653,0.029124,0.037739,0.04397,0.059752,0.029832,0.048238,0.015245,0.02537,0.042719,0.063241,0.067205,0.10506,2,Surface
1.9152,0.8776,0.37957,0.3225,0.70208,0.68092,1.7162,0.45718,0.48739,0.35847,0.30406,0.31202,0.37055,0.40226,0.026158,0.092967,0.072431,0.11312,0.057538,0.059597,0.023345,0.022162,0.081952,0.083863,0.056185,0.050604,0.057094,0.012531,0.044761,0.083869,0.02843,0.050662,0.094737,0.029155,0.0517,0.03565,0.040495,0.054262,0.0302,0.064221,0.021677,0.035884,0.063337,0.0048773,0.034889,0.061678,0.051341,0.056467,2,Surface
1.8796,0.88091,0.35692,0.36093,0.84577,0.80942,1.8038,0.55202,0.50384,0.33398,0.2314,0.16151,0.15395,0.22265,0.037021,0.033424,0.017157,0.0090764,0.091093,0.10216,0.072307,0.026598,0.0419,0.062659,0.045293,0.039446,0.085601,0.060104,0.060175,0.12558,0.020397,0.07558,0.052215,0.044716,0.052035,0.054625,0.049075,0.050615,0.043044,0.02062,0.042729,0.002347,0.064466,0.024454,0.029075,0.095152,0.048832,0.035099,2,Surface
1.9401,0.98233,0.28756,0.22749,0.78881,0.74299,1.6075,0.41544,0.4305,0.50273,0.4464,0.39959,0.39818,0.42218,0.14704,0.20656,0.064962,0.072433,0.14114,0.074437,0.064049,0.081554,0.041745,0.097279,0.084538,0.040027,0.031497,0.042244,0.0058039,0.022116,0.017953,0.026979,0.044618,0.12382,0.031261,0.065935,0.020096,0.050885,0.077651,0.078659,0.033283,0.045996,0.019023,0.11237,0.032945,0.067074,0.071275,0.08577,2,Surface
1.891,0.88725,0.37894,0.15753,0.72765,0.89507,0.92021,0.57907,0.46177,0.49766,0.30862,0.11512,0.32459,0.47235,0.098272,0.079495,0.10501,0.12854,0.023459,0.0069682,0.01126,0.064423,0.022803,0.015551,0.040173,0.047009,0.049532,0.069611,0.038543,0.029348,0.030896,0.057486,0.071267,0.0054088,0.046475,0.056214,0.056033,0.067622,0.056524,0.031261,0.055285,0.035326,0.039115,0.041464,0.057628,0.055157,0.031908,0.087308,2,Surface
1.9395,0.95184,0.3077,0.071909,0.28877,1.1255,0.41178,0.08021,0.010816,0.054118,0.081247,0.1651,0.074305,0.07851,0.083357,0.077278,0.027793,0.056066,0.089685,0.080966,0.073588,0.02618,0.035165,0.03553,0.060633,0.011255,0.027546,0.046434,0.014971,0.036444,0.021453,0.040217,0.0057467,0.011999,0.049345,0.0090525,0.034276,0.0069033,0.024385,0.02128,0.054418,0.065373,0.038912,0.050573,0.020748,0.02452,0.018409,0.023597,2,Surface
1.8,0.89734,0.26159,0.58238,0.33131,0.64477,0.35135,0.17853,0.091632,0.11815,0.15049,0.06994,0.012128,0.0095362,0.097454,0.037766,0.091543,0.06752,0.041618,0.050822,0.044555,0.063638,0.087709,0.045913,0.04904,0.05816,0.029959,0.058595,0.02634,0.040923,0.033846,0.022821,0.033733,0.039491,0.056598,0.011543,0.015186,0.07101,0.045035,0.028038,0.027898,0.026562,0.074468,0.040487,0.021096,0.066141,0.023329,0.019082,2,Surface
1.9207,0.87707,0.39288,0.24592,0.71261,0.82074,1.6224,0.44112,0.54081,0.42949,0.36217,0.33917,0.26589,0.34953,0.09458,0.1397,0.031719,0.034965,0.034632,0.066912,0.052739,0.028137,0.042394,0.022294,0.034693,0.037512,0.065473,0.049608,0.059057,0.060861,0.038292,0.047765,0.014072,0.020175,0.096115,0.06352,0.037505,0.12815,0.040042,0.056798,0.021646,0.012252,0.041038,0.027562,0.059874,0.061707,0.032129,0.019052,2,Surface
1.8813,0.79813,0.51111,0.16915,0.82614,0.75321,1.3669,0.42572,0.18138,0.60296,0.41686,0.35511,0.4694,0.5157,0.054149,0.077826,0.061978,0.036049,0.026333,0.039548,0.088837,0.05561,0.035482,0.072715,0.04712,0.025285,0.087747,0.099542,0.024803,0.03725,0.032609,0.046945,0.018474,0.018293,0.037535,0.087142,0.04213,0.029172,0.018852,0.025345,0.027056,0.063674,0.016415,0.072766,0.072087,0.03603,0.016187,0.033465,2,Surface
1.9025,0.91448,0.33649,0.26907,0.98685,0.98235,1.9963,0.59586,0.42342,0.15319,0.12243,0.15161,0.12851,0.23304,0.11516,0.11112,0.063005,0.047424,0.011347,0.07494,0.001889,0.03785,0.086289,0.076708,0.048664,0.03863,0.0085485,0.069215,0.093164,0.091773,0.016019,0.022343,0.035157,0.024307,0.11425,0.095297,0.080902,0.063178,0.063948,0.046656,0.045315,0.069689,0.079706,0.021903,0.069027,0.063614,0.085478,0.031806,2,Surface
1.8166,0.91877,0.31278,0.24937,1.4914,0.78287,0.26068,0.13643,0.17247,0.035461,0.056636,0.036332,0.030007,0.084811,0.098405,0.06303,0.069549,0.028018,0.053307,0.0048316,0.024904,0.038215,0.0071045,0.030061,0.046625,0.0098596,0.0631,0.059047,0.02644,0.022984,0.015411,0.028076,0.016502,0.038399,0.071396,0.049263,0.015424,0.042961,0.039425,0.029539,0.060835,0.017251,0.03933,0.039446,0.038374,0.042659,0.018954,0.0090432,2,Surface
1.9744,0.88317,0.41948,0.5478,0.31155,0.49724,0.34108,0.081836,0.13957,0.03756,0.075541,0.067348,0.049253,0.053088,0.10071,0.054916,0.030363,0.054473,0.037369,0.041161,0.033898,0.063453,0.036107,0.04628,0.03029,0.032801,0.013628,0.055933,0.083707,0.031225,0.028094,0.053419,0.061027,0.049555,0.029522,0.057016,0.074762,0.041941,0.035961,0.072602,0.014463,0.029088,0.01737,0.05782,0.032736,0.01139,0.02105,0.059697,2,Surface
1.8137,0.88584,0.28507,0.42849,0.17693,0.52149,0.43324,0.27704,0.11137,0.1496,0.032301,0.1032,0.033452,0.029771,0.052063,0.010821,0.077977,0.12256,0.057403,0.074946,0.019959,0.049664,0.020947,0.070799,0.046106,0.026729,0.059105,0.015632,0.03673,0.06264,0.034929,0.039477,0.030547,0.069195,0.011202,0.029489,0.053987,0.057054,0.04592,0.031948,0.031805,0.011599,0.020307,0.014226,0.025917,0.034591,0.067756,0.09032,2,Surface
2.1699,0.93467,0.46036,0.60222,0.92866,0.65756,0.85516,0.49732,0.14658,0.31946,0.19167,0.10471,0.12674,0.28062,0.12618,0.11586,0.06956,0.086207,0.10752,0.063927,0.018731,0.030991,0.046651,0.026532,0.021231,0.044053,0.051475,0.040248,0.075177,0.04295,0.04941,0.051888,0.043216,0.056136,0.018141,0.045293,0.0020405,0.067333,0.014354,0.0038403,0.023239,0.069898,0.055558,0.076212,0.038568,0.063807,0.061172,0.022271,2,Surface
1.8288,0.82277,0.39518,0.45983,0.23483,0.52804,0.42796,0.2062,0.14314,0.076103,0.023043,0.029117,0.022326,0.065541,0.10238,0.012334,0.016746,0.1125,0.0611,0.059969,0.040281,0.06784,0.027909,0.034597,0.074936,0.057551,0.063082,0.087409,0.010073,0.07188,0.0151,0.037005,0.05308,0.012086,0.022543,0.096043,0.038719,0.023495,0.030811,0.021691,0.036793,0.0070763,0.051988,0.03298,0.013802,0.021809,0.061381,0.072106,2,Surface
1.8968,0.95579,0.26675,0.49791,0.43211,0.42888,0.29087,0.156,0.094538,0.042964,0.04692,0.040421,0.060039,0.024221,0.10771,0.068903,0.032455,0.10465,0.084223,0.039024,0.060419,0.037572,0.055115,0.037945,0.047381,0.027484,0.049039,0.030846,0.017307,0.034211,0.058442,0.034164,0.048503,0.012908,0.041865,0.011865,0.038774,0.074375,0.016296,0.070149,0.020435,0.020283,0.039109,0.068317,0.098391,0.028747,0.013806,0.052133,2,Surface
1.9129,0.91143,0.33521,0.48392,0.12564,0.41839,0.46928,0.27946,0.13069,0.06085,0.10691,0.079183,0.17061,0.11065,0.04777,0.095495,0.0498,0.019829,0.065141,0.069705,0.018252,0.043859,0.024948,0.038655,0.023814,0.024189,0.023246,0.032771,0.0071006,0.012866,0.019966,0.017156,0.05605,0.043248,0.035828,0.018068,0.010393,0.024957,0.029924,0.082856,0.0031769,0.072639,0.062839,0.057344,0.027945,0.053016,0.01492,0.033973,2,Surface
1.9536,0.938,0.3331,0.31257,0.61507,0.64408,1.6419,0.47898,0.49902,0.60795,0.51986,0.37498,0.52989,0.53777,0.14743,0.15556,0.13983,0.11443,0.020162,0.051712,0.046976,0.04121,0.065747,0.029927,0.090035,0.076509,0.029003,0.02057,0.018215,0.036879,0.062397,0.013794,0.045707,0.046327,0.070473,0.036638,0.054926,0.076446,0.054322,0.026814,0.039952,0.019589,0.064697,0.033739,0.0071953,0.027807,0.079942,0.044178,2,Surface
1.9038,0.97291,0.27388,0.69103,0.11398,0.74823,0.40124,0.17145,0.029924,0.068085,0.018326,0.13591,0.051437,0.051811,0.051548,0.086451,0.18203,0.04874,0.039366,0.0496,0.075728,0.046777,0.040822,0.037886,0.053212,0.042188,0.012734,0.015962,0.050486,0.019677,0.063395,0.035199,0.06542,0.05399,0.04207,0.046299,0.025011,0.028593,0.052828,0.056333,0.054863,0.039436,0.016361,0.026272,0.07241,0.013165,0.022159,0.037945,2,Surface
1.8299,0.83118,0.35891,0.46706,0.31931,0.44379,0.45454,0.3047,0.19,0.07168,0.069426,0.013231,0.073754,0.087585,0.028576,0.036878,0.046711,0.038627,0.053757,0.079547,0.064688,0.057198,0.031976,0.041636,0.016549,0.054485,0.021238,0.051233,0.066703,0.03121,0.070137,0.071189,0.056514,0.044701,0.031359,0.062578,0.082241,0.0082031,0.05662,0.072522,0.064214,0.083311,0.012392,0.04835,0.084632,0.034729,0.045381,0.042619,2,Surface
1.9049,0.90993,0.33797,0.36565,0.28909,0.47477,0.56903,0.32729,0.16982,0.038439,0.053463,0.16694,0.070983,0.035216,0.017617,0.059002,0.086871,0.074894,0.03673,0.043466,0.076932,0.041719,0.038003,0.020135,0.0086437,0.022664,0.037503,0.092277,0.068556,0.011811,0.036525,0.038729,0.042155,0.024548,0.044014,0.024578,0.023851,0.022432,0.066356,0.052706,0.056522,0.013245,0.076042,0.043797,0.048381,0.027078,0.019933,0.014008,2,Surface
1.848,0.93751,0.30928,0.31681,0.34093,0.54771,0.34792,0.24413,0.12368,0.029778,0.064826,0.047183,0.03795,0.030215,0.093017,0.086118,0.043066,0.040168,0.04264,0.075881,0.041709,0.056271,0.063066,0.041267,0.015098,0.038491,0.03681,0.024548,0.013185,0.011049,0.030999,0.028347,0.016702,0.02622,0.029406,0.017506,0.034222,0.037729,0.041002,0.035886,0.018002,0.034602,0.029622,0.035841,0.060156,0.028298,0.064986,0.044844,2,Surface
1.9511,0.95598,0.31359,0.60147,0.36932,0.18644,0.51067,0.43027,0.12778,0.044928,0.098525,0.13359,0.088335,0.023825,0.0077398,0.063773,0.084571,0.00506,0.041259,0.039978,0.045707,0.083026,0.04396,0.044156,0.060317,0.042399,0.028708,0.042482,0.028902,0.052286,0.037352,0.017602,0.022323,0.027871,0.014484,0.10709,0.024315,0.020543,0.015213,0.024333,0.029241,0.0092062,0.021486,0.02557,0.034551,0.05368,0.034262,0.053431,2,Surface
1.9714,0.93247,0.42917,0.47056,1.2048,1.0114,1.8558,0.40564,0.4355,0.34978,0.32313,0.21935,0.1178,0.31656,0.084671,0.051985,0.11401,0.10231,0.10697,0.075179,0.075297,0.051091,0.014705,0.1185,0.049875,0.060356,0.022388,0.06393,0.097951,0.047804,0.056284,0.0085402,0.061609,0.098434,0.052849,0.043715,0.090073,0.057231,0.020323,0.02236,0.052336,0.040685,0.064616,0.033778,0.069437,0.03664,0.042891,0.091642,2,Surface
1.9561,1.0014,0.26397,0.55929,0.45113,0.39657,0.46443,0.33917,0.17014,0.072645,0.090417,0.090086,0.051437,0.076185,0.085251,0.034457,0.077675,0.079834,0.02062,0.078374,0.080717,0.040349,0.043214,0.066039,0.039267,0.01848,0.016449,0.040921,0.06617,0.016073,0.0018495,0.030638,0.036257,0.033298,0.063952,0.046714,0.050198,0.060941,0.023719,0.028998,0.023267,0.035981,0.0081393,0.092995,0.061713,0.025097,0.055451,0.044299,2,Surface
1.9851,0.96568,0.34331,0.48753,1.0711,0.98724,1.8046,0.52176,0.51011,0.19083,0.21415,0.20194,0.18696,0.20029,0.090328,0.15358,0.083328,0.073359,0.12873,0.065231,0.0191,0.044855,0.074804,0.05723,0.10398,0.036993,0.014183,0.016325,0.0081098,0.08005,0.054221,0.031782,0.012768,0.10005,0.080961,0.081908,0.012093,0.040107,0.010846,0.079983,0.021658,0.085299,0.10252,0.073922,0.040802,0.026338,0.026775,0.012238,2,Surface
1.9255,0.98445,0.28438,0.56281,1.7234,1.4711,1.5627,0.37297,0.20142,0.042506,0.05914,0.075625,0.18203,0.090179,0.14373,0.10744,0.072847,0.070858,0.027868,0.070717,0.037118,0.058879,0.01554,0.071932,0.088584,0.052887,0.045883,0.06982,0.10303,0.13414,0.033526,0.085149,0.12634,0.12216,0.13464,0.068217,0.025865,0.10016,0.084204,0.035201,0.029083,0.08908,0.058327,0.046553,0.064504,0.077728,0.063733,0.057864,2,Surface
1.8639,0.91968,0.28292,0.58332,0.31198,0.54887,0.41422,0.15535,0.071951,0.10159,0.081271,0.095219,0.089802,0.02147,0.11323,0.13772,0.030734,0.086186,0.023834,0.043122,0.045907,0.049512,0.0052659,0.0095529,0.052327,0.031559,0.085373,0.051939,0.024195,0.015692,0.060629,0.033281,0.038649,0.0051883,0.05946,0.045151,0.016639,0.049303,0.027276,0.060457,0.017449,0.050318,0.068062,0.048277,0.035392,0.017208,0.014447,0.015885,2,Surface
1.8632,0.92761,0.29428,0.32908,0.077298,0.31994,0.87257,0.61851,0.29265,0.10528,0.046086,0.12612,0.10338,0.064599,0.090499,0.063038,0.14188,0.080054,0.059048,0.061545,0.015661,0.059091,0.038272,0.058828,0.043568,0.033902,0.086574,0.049517,0.028378,0.05363,0.054869,0.035391,0.077607,0.044397,0.01694,0.025888,0.028154,0.029316,0.0232,0.044214,0.0097897,0.04862,0.02594,0.034904,0.028757,0.078354,0.028377,0.012914,2,Surface
1.7778,0.90884,0.28848,0.79886,1.7261,1.4555,0.53527,0.17045,0.22936,0.22935,0.14908,0.20629,0.16354,0.18667,0.11743,0.057174,0.12212,0.1134,0.035723,0.060684,0.060669,0.058796,0.17121,0.055776,0.036599,0.060209,0.012135,0.012017,0.092071,0.048788,0.060526,0.055719,0.059779,0.0042655,0.061211,0.056904,0.057248,0.055462,0.082877,0.038229,0.068548,0.021419,0.089338,0.068329,0.042437,0.080295,0.020138,0.10439,2,Surface
1.7442,0.84385,0.32747,1.2162,1.4423,0.25103,0.71596,0.35055,0.418,0.12013,0.14165,0.087792,0.13408,0.15405,0.23523,0.11133,0.035729,0.041972,0.17005,0.092572,0.13922,0.060781,0.06602,0.012995,0.074861,0.070884,0.0105,0.062064,0.032513,0.071136,0.012871,0.10131,0.036594,0.16319,0.087604,0.044353,0.13213,0.043158,0.053419,0.07986,0.051383,0.075809,0.061906,0.092348,0.049926,0.06486,0.11074,0.076234,2,Surface
1.9491,0.93975,0.34542,0.43496,1.1688,0.9311,1.8502,0.54378,0.43937,0.11343,0.20129,0.23099,0.14705,0.23458,0.17904,0.1046,0.03745,0.13003,0.028815,0.017533,0.050685,0.089934,0.051594,0.035123,0.080415,0.037883,0.036237,0.041371,0.064623,0.043478,0.058001,0.11915,0.010242,0.020748,0.0010552,0.033134,0.043093,0.063352,0.045336,0.039837,0.099695,0.010369,0.10542,0.012862,0.048069,0.069103,0.036476,0.095317,2,Surface
1.8552,0.9002,0.31482,0.40235,0.16881,0.38599,0.63107,0.34234,0.16602,0.076548,0.25689,0.21879,0.1101,0.14338,0.031366,0.078521,0.042152,0.067789,0.013997,0.034453,0.055601,0.013078,0.049128,0.027275,0.053967,0.035867,0.047958,0.034614,0.024281,0.016726,0.023081,0.032004,0.039092,0.047278,0.049918,0.0352,0.069507,0.042301,0.031844,0.054776,0.022645,0.020167,0.036666,0.069306,0.032245,0.034455,0.020043,0.012272,2,Surface
1.8199,0.97437,0.178,0.96635,1.9815,1.5421,0.61365,0.15422,0.40789,0.065443,0.10125,0.045709,0.024425,0.083297,0.048652,0.053348,0.10793,0.071879,0.025637,0.065661,0.063266,0.060019,0.072237,0.10694,0.069035,0.08994,0.096629,0.09077,0.077151,0.022744,0.047963,0.014873,0.034799,0.0046036,0.060854,0.10026,0.033121,0.084218,0.092516,0.052204,0.04605,0.069929,0.032271,0.027835,0.07129,0.047313,0.040831,0.016888,2,Surface
1.712,0.86321,0.31988,0.88159,1.3914,1.1999,0.3542,0.20526,0.079562,0.16788,0.15203,0.19867,0.20325,0.18915,0.02078,0.051686,0.042442,0.031905,0.028906,0.042467,0.081161,0.052104,0.023016,0.034759,0.021885,0.020522,0.066965,0.025446,0.10903,0.062054,0.021224,0.067655,0.028492,0.053075,0.053437,0.010934,0.052394,0.11824,0.036275,0.043631,0.023906,0.038936,0.10346,0.033364,0.073572,0.028733,0.055458,0.027727,2,Surface
1.9425,0.90749,0.37017,2.5205,0.63244,1.054,0.10186,0.067078,0.047839,0.15265,0.031641,0.10282,0.018774,0.0030182,0.10938,0.072696,0.052666,0.06673,0.04844,0.043362,0.081705,0.028662,0.017343,0.0050962,0.081451,0.11142,0.0072652,0.043587,0.0576,0.046078,0.055032,0.033623,0.072007,0.051306,0.025666,0.049999,0.041493,0.047075,0.040139,0.032037,0.012533,0.042311,0.036909,0.049927,0.020129,0.082619,0.040328,0.035553,2,Surface
1.9099,0.95692,0.28548,0.13854,0.7409,0.22398,0.95888,1.7005,0.74351,0.13084,0.1233,0.1116,0.2134,0.19697,0.11129,0.092214,0.10988,0.075735,0.081024,0.035821,0.03164,0.060098,0.12767,0.063293,0.00056479,0.074117,0.05029,0.062101,0.076785,0.023601,0.018234,0.097815,0.081258,0.053379,0.042333,0.034042,0.012141,0.12945,0.050913,0.053719,0.0094652,0.093739,0.090283,0.037974,0.033897,0.040279,0.054077,0.068508,3,Parallel
1.9887,0.95754,0.32917,0.26299,0.49324,0.070665,0.97718,1.2614,1.0444,0.13341,0.222,0.20785,0.20007,0.30081,0.083357,0.10077,0.11421,0.10715,0.065487,0.0058022,0.022,0.017021,0.056277,0.029863,0.024074,0.015886,0.018859,0.050968,0.076372,0.031018,0.038371,0.028646,0.14797,0.022979,0.049415,0.14907,0.056417,0.032876,0.061836,0.032684,0.016185,0.046598,0.070453,0.035319,0.075653,0.050359,0.11338,0.022856,3,Parallel
1.9235,0.94084,0.29531,0.15764,0.63686,0.1195,1.5919,1.1486,0.92643,0.88136,0.83151,0.70452,0.70443,0.84041,0.37081,0.31489,0.17164,0.12937,0.069476,0.070517,0.0063542,0.1215,0.13702,0.054724,0.033716,0.0066423,0.027735,0.074353,0.086652,0.067733,0.053321,0.14866,0.1006,0.069758,0.1167,0.046718,0.065643,0.034256,0.059779,0.067205,0.036367,0.02996,0.063829,0.0048406,0.011676,0.059704,0.087539,0.091805,3,Parallel
2.0019,1.0001,0.29649,0.018643,0.39148,0.13422,1.4076,1.2328,0.85266,0.74804,0.75341,0.57672,0.8228,0.87374,0.18163,0.20202,0.03125,0.15128,0.057537,0.013483,0.079968,0.077467,0.08363,0.066521,0.052888,0.029339,0.09567,0.016624,0.023547,0.050198,0.017051,0.020905,0.099526,0.0334,0.045325,0.075499,0.10458,0.027034,0.078283,0.086455,0.021317,0.080172,0.082875,0.10307,0.081322,0.053621,0.047247,0.022109,3,Parallel
1.8783,0.94026,0.30067,0.18636,0.6734,0.1848,1.8487,1.6851,1.1393,1.2523,1.1493,0.93242,1.1103,1.0484,0.2743,0.31687,0.036037,0.089484,0.015757,0.087412,0.024668,0.099184,0.15073,0.077541,0.068932,0.070947,0.078938,0.0084409,0.085466,0.054857,0.12461,0.11427,0.13662,0.068633,0.063799,0.051801,0.14384,0.087284,0.041998,0.042896,0.055708,0.078696,0.1417,0.070082,0.077108,0.10458,0.019306,0.13211,3,Parallel
2.0412,0.95815,0.3672,0.19623,0.57625,0.35525,1.483,1.0246,0.85554,0.8086,0.65913,0.54451,0.63946,0.79457,0.19268,0.14781,0.045009,0.11961,0.057225,0.061592,0.066622,0.079703,0.019047,0.046812,0.050639,0.061764,0.048996,0.021542,0.037242,0.045232,0.098843,0.070621,0.070666,0.026254,0.074876,0.056896,0.043777,0.050348,0.03332,0.022053,0.069106,0.036693,0.048713,0.034314,0.044135,0.11034,0.045142,0.033742,3,Parallel
1.9849,0.96115,0.35357,0.36354,0.48074,0.403,0.48743,0.85295,0.73855,0.52987,0.46814,0.38018,0.41068,0.48989,0.046093,0.11573,0.087662,0.0032519,0.04105,0.063681,0.086129,0.081646,0.018598,0.055481,0.10242,0.067787,0.053816,0.094942,0.025729,0.08936,0.051968,0.038882,0.032062,0.048641,0.015542,0.023876,0.10908,0.080078,0.069761,0.02373,0.074535,0.041113,0.076836,0.11864,0.027298,0.034858,0.091848,0.05946,3,Parallel
1.8714,0.90798,0.31282,0.19724,0.3634,0.20028,0.68053,0.92194,0.74825,0.46977,0.3952,0.37339,0.16685,0.42615,0.12541,0.10526,0.084254,0.050336,0.063394,0.054237,0.022612,0.062981,0.02795,0.053375,0.01612,0.097499,0.020965,0.027324,0.041881,0.048184,0.056911,0.028233,0.032113,0.042834,0.048968,0.063572,0.042594,0.094032,0.027627,0.065192,0.055969,0.044207,0.054243,0.07516,0.04358,0.01655,0.0057265,0.06724,3,Parallel
1.9074,0.86464,0.42852,0.11033,0.42485,0.13812,1.4659,1.225,1.1018,0.99197,0.83183,0.69042,1.0133,0.85973,0.2184,0.18837,0.083998,0.055133,0.04779,0.037817,0.053841,0.037027,0.033791,0.022797,0.1424,0.10298,0.12413,0.025299,0.13158,0.042155,0.037541,0.11153,0.060247,0.065646,0.041366,0.057857,0.0060878,0.14551,0.049607,0.016481,0.047997,0.027517,0.049917,0.073593,0.056304,0.10082,0.077308,0.073571,3,Parallel
2.0676,1.0112,0.31432,0.098653,0.75326,0.16653,1.8535,1.4314,1.3153,1.352,1.2919,1.1704,1.3986,1.3956,0.32678,0.35073,0.088437,0.011989,0.1862,0.032094,0.041085,0.10224,0.043819,0.10293,0.080262,0.090335,0.15434,0.078372,0.088008,0.086196,0.033952,0.067423,0.050578,0.1126,0.1016,0.068059,0.12294,0.04863,0.020278,0.076294,0.12783,0.12689,0.069091,0.11363,0.11189,0.044584,0.086201,0.13583,3,Parallel
1.9267,1.003,0.31031,0.75786,0.60767,1.1117,1.5642,1.176,0.56509,0.64815,0.58739,0.69883,0.72574,0.6596,0.16961,0.11234,0.048017,0.11225,0.076613,0.049488,0.036246,0.039864,0.091617,0.057143,0.028971,0.064261,0.043731,0.097331,0.087386,0.060881,0.03055,0.069169,0.065096,0.041847,0.043593,0.024717,0.11017,0.11856,0.010275,0.076901,0.074616,0.018786,0.075482,0.054121,0.047334,0.077945,0.075339,0.083776,3,Parallel
2.1449,1.1061,0.20915,0.1995,0.63475,0.22975,1.7913,1.2712,1.1103,1.0663,1.0003,0.81607,1.1203,1.1267,0.12894,0.089306,0.054379,0.039736,0.093419,0.085179,0.030566,0.017515,0.098096,0.057728,0.12792,0.13428,0.077168,0.15121,0.052785,0.041884,0.022485,0.082383,0.062854,0.076369,0.062641,0.13121,0.065778,0.090912,0.12961,0.0093842,0.069165,0.11699,0.041045,0.055593,0.023441,0.053487,0.053723,0.03051,3,Parallel
1.8857,0.92805,0.34993,0.63643,0.61123,0.36674,1.3675,1.0751,0.50665,0.68922,0.82192,0.82798,0.70517,0.67957,0.27543,0.20556,0.12207,0.043745,0.075553,0.071253,0.0092203,0.022227,0.058826,0.032384,0.051343,0.060534,0.038149,0.018825,0.054734,0.025379,0.12765,0.016592,0.05042,0.12948,0.080936,0.020152,0.019269,0.055257,0.018793,0.041878,0.056407,0.044164,0.056733,0.046961,0.040103,0.039423,0.047518,0.034339,3,Parallel
2.0477,0.98894,0.37798,0.39283,0.38443,0.30307,0.45263,0.87948,0.41064,0.34676,0.18491,0.12866,0.25615,0.23286,0.089519,0.030036,0.053191,0.035183,0.06726,0.061289,0.031952,0.066144,0.10045,0.021394,0.036966,0.063545,0.015634,0.042283,0.03847,0.070266,0.090021,0.084006,0.057192,0.075893,0.061544,0.049726,0.05156,0.034114,0.037691,0.025574,0.019942,0.069075,0.015762,0.029466,0.070241,0.058901,0.059406,0.012921,3,Parallel
